checkinId,studentId,date,moodScore,moodLabel,notes,isAnonymous,schoolId
CHK-023769,STU-2026-0199,2025-11-20,3,okay,,False,SCH-001
CHK-023770,STU-2026-0199,2025-11-21,4,good,,False,SCH-001
CHK-023771,STU-2026-0199,2025-11-24,4,good,,False,SCH-001
CHK-023772,STU-2026-0199,2025-11-25,5,great,"Made great progress on my science project with my team, looking forward to tomorrow.",False,SCH-001
CHK-023773,STU-2026-0199,2025-11-26,4,good,"Feeling energetic and happy, had a wonderful conversation with my classmates.",True,SCH-001
CHK-023774,STU-2026-0199,2025-11-27,4,good,,False,SCH-001
CHK-023775,STU-2026-0199,2025-11-28,4,good,,False,SCH-001
CHK-023776,STU-2026-0199,2025-12-01,4,good,,False,SCH-001
CHK-023777,STU-2026-0199,2025-12-02,3,okay,,True,SCH-001
CHK-023778,STU-2026-0199,2025-12-03,4,good,,True,SCH-001
CHK-023779,STU-2026-0199,2025-12-04,5,great,,False,SCH-001
CHK-023780,STU-2026-0199,2025-12-05,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-023781,STU-2026-0199,2025-12-08,5,great,,False,SCH-001
CHK-023782,STU-2026-0199,2025-12-09,4,good,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-023783,STU-2026-0199,2025-12-10,4,good,,False,SCH-001
CHK-023784,STU-2026-0199,2025-12-11,5,great,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-023785,STU-2026-0199,2025-12-12,5,great,,False,SCH-001
CHK-023786,STU-2026-0199,2025-12-15,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-023787,STU-2026-0199,2025-12-16,4,good,,False,SCH-001
CHK-023788,STU-2026-0199,2025-12-17,4,good,,False,SCH-001
CHK-023789,STU-2026-0199,2025-12-18,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-023790,STU-2026-0199,2025-12-19,5,great,,False,SCH-001
CHK-023791,STU-2026-0199,2025-12-22,5,great,,False,SCH-001
CHK-023792,STU-2026-0199,2025-12-23,4,good,,False,SCH-001
CHK-023793,STU-2026-0199,2025-12-24,5,great,,False,SCH-001
CHK-023794,STU-2026-0199,2025-12-25,4,good,,False,SCH-001
CHK-023795,STU-2026-0199,2025-12-26,4,good,,True,SCH-001
CHK-023796,STU-2026-0199,2025-12-29,4,good,,False,SCH-001
CHK-023797,STU-2026-0199,2025-12-30,4,good,,False,SCH-001
CHK-023798,STU-2026-0199,2025-12-31,4,good,"Normal day, lectures were standard and finished revision during free library period.",False,SCH-001
CHK-023799,STU-2026-0199,2026-01-01,3,okay,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",False,SCH-001
CHK-023800,STU-2026-0199,2026-01-02,4,good,,False,SCH-001
CHK-023801,STU-2026-0199,2026-01-05,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-023802,STU-2026-0199,2026-01-06,4,good,,True,SCH-001
CHK-023803,STU-2026-0199,2026-01-07,4,good,,False,SCH-001
CHK-023804,STU-2026-0199,2026-01-08,5,great,,False,SCH-001
CHK-023805,STU-2026-0199,2026-01-09,5,great,,False,SCH-001
CHK-023806,STU-2026-0199,2026-01-12,4,good,,False,SCH-001
CHK-023807,STU-2026-0199,2026-01-13,4,good,Regular school day. Completed notes in English and started the math homework.,False,SCH-001
CHK-023808,STU-2026-0199,2026-01-14,4,good,,False,SCH-001
CHK-023809,STU-2026-0199,2026-01-15,5,great,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-023810,STU-2026-0199,2026-01-16,4,good,,False,SCH-001
CHK-023811,STU-2026-0199,2026-01-19,4,good,,False,SCH-001
CHK-023812,STU-2026-0199,2026-01-20,5,great,,False,SCH-001
CHK-023813,STU-2026-0199,2026-01-21,5,great,,False,SCH-001
CHK-023814,STU-2026-0199,2026-01-22,4,good,,False,SCH-001
CHK-023815,STU-2026-0199,2026-01-23,4,good,,False,SCH-001
CHK-023816,STU-2026-0199,2026-01-26,4,good,,False,SCH-001
CHK-023817,STU-2026-0199,2026-01-27,4,good,,False,SCH-001
CHK-023818,STU-2026-0199,2026-01-28,4,good,,False,SCH-001
CHK-023819,STU-2026-0199,2026-01-29,5,great,,False,SCH-001
CHK-023820,STU-2026-0199,2026-01-30,4,good,,False,SCH-001
CHK-023821,STU-2026-0199,2026-02-02,4,good,,False,SCH-001
CHK-023822,STU-2026-0199,2026-02-03,4,good,,False,SCH-001
CHK-023823,STU-2026-0199,2026-02-04,4,good,,False,SCH-001
CHK-023824,STU-2026-0199,2026-02-05,4,good,,False,SCH-001
CHK-023825,STU-2026-0199,2026-02-06,5,great,"Made great progress on my science project with my team, looking forward to tomorrow.",False,SCH-001
CHK-023826,STU-2026-0199,2026-02-09,4,good,,False,SCH-001
CHK-023827,STU-2026-0199,2026-02-10,4,good,,False,SCH-001
CHK-023828,STU-2026-0199,2026-02-11,4,good,,False,SCH-001
CHK-023829,STU-2026-0199,2026-02-12,4,good,,False,SCH-001
CHK-023830,STU-2026-0199,2026-02-13,4,good,,False,SCH-001
CHK-023831,STU-2026-0199,2026-02-16,3,okay,,False,SCH-001
CHK-023832,STU-2026-0199,2026-02-17,4,good,,False,SCH-001
CHK-023833,STU-2026-0199,2026-02-18,3,okay,,False,SCH-001
CHK-023834,STU-2026-0199,2026-02-19,4,good,,False,SCH-001
CHK-023835,STU-2026-0199,2026-02-20,4,good,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",False,SCH-001
CHK-023836,STU-2026-0199,2026-02-23,5,great,,False,SCH-001
CHK-023837,STU-2026-0199,2026-02-24,4,good,,False,SCH-001
CHK-023838,STU-2026-0199,2026-02-25,3,okay,,False,SCH-001
CHK-023839,STU-2026-0199,2026-02-26,4,good,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-023840,STU-2026-0199,2026-02-27,5,great,,False,SCH-001
CHK-023841,STU-2026-0199,2026-03-02,4,good,,False,SCH-001
CHK-023842,STU-2026-0199,2026-03-03,5,great,,False,SCH-001
CHK-023843,STU-2026-0199,2026-03-04,5,great,,False,SCH-001
CHK-023844,STU-2026-0199,2026-03-05,4,good,,False,SCH-001
CHK-023845,STU-2026-0199,2026-03-06,4,good,,False,SCH-001
CHK-023846,STU-2026-0199,2026-03-09,5,great,,False,SCH-001
CHK-023847,STU-2026-0199,2026-03-10,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-023848,STU-2026-0199,2026-03-11,4,good,,False,SCH-001
CHK-023849,STU-2026-0199,2026-03-12,4,good,,False,SCH-001
CHK-023850,STU-2026-0199,2026-03-13,4,good,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",False,SCH-001
CHK-023851,STU-2026-0199,2026-03-16,4,good,,False,SCH-001
CHK-023852,STU-2026-0199,2026-03-17,4,good,,False,SCH-001
CHK-023853,STU-2026-0199,2026-03-18,4,good,,False,SCH-001
CHK-023854,STU-2026-0199,2026-03-19,4,good,,False,SCH-001
CHK-023855,STU-2026-0199,2026-03-20,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-023856,STU-2026-0199,2026-03-23,4,good,,False,SCH-001
CHK-023857,STU-2026-0199,2026-03-24,5,great,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-023858,STU-2026-0199,2026-03-25,5,great,,False,SCH-001
CHK-023859,STU-2026-0199,2026-03-26,4,good,,False,SCH-001
CHK-023860,STU-2026-0199,2026-03-27,3,okay,,False,SCH-001
CHK-023861,STU-2026-0199,2026-03-30,5,great,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-023862,STU-2026-0199,2026-03-31,4,good,,False,SCH-001
CHK-023863,STU-2026-0199,2026-04-01,3,okay,,False,SCH-001
CHK-023864,STU-2026-0199,2026-04-02,4,good,,False,SCH-001
CHK-023865,STU-2026-0199,2026-04-03,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-023866,STU-2026-0199,2026-04-06,4,good,,False,SCH-001
CHK-023867,STU-2026-0199,2026-04-07,4,good,,False,SCH-001
CHK-023868,STU-2026-0199,2026-04-08,4,good,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-023869,STU-2026-0199,2026-04-09,4,good,,False,SCH-001
CHK-023870,STU-2026-0199,2026-04-10,4,good,,False,SCH-001
CHK-023871,STU-2026-0199,2026-04-13,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-023872,STU-2026-0199,2026-04-14,4,good,,False,SCH-001
CHK-023873,STU-2026-0199,2026-04-15,4,good,,False,SCH-001
CHK-023874,STU-2026-0199,2026-04-16,5,great,,False,SCH-001
CHK-023875,STU-2026-0199,2026-04-17,4,good,,False,SCH-001
CHK-023876,STU-2026-0199,2026-04-20,5,great,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-023877,STU-2026-0199,2026-04-21,5,great,,False,SCH-001
CHK-023878,STU-2026-0199,2026-04-22,4,good,,False,SCH-001
CHK-023879,STU-2026-0199,2026-04-23,4,good,,False,SCH-001
CHK-023880,STU-2026-0199,2026-04-24,4,good,,False,SCH-001
CHK-023881,STU-2026-0200,2025-11-10,4,good,,False,SCH-001
CHK-023882,STU-2026-0200,2025-11-11,5,great,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-023883,STU-2026-0200,2025-11-12,5,great,,False,SCH-001
CHK-023884,STU-2026-0200,2025-11-13,4,good,"Really enjoyed chemistry lab today, our titration experiment worked out great!",True,SCH-001
CHK-023885,STU-2026-0200,2025-11-14,5,great,,False,SCH-001
CHK-023886,STU-2026-0200,2025-11-17,5,great,,False,SCH-001
CHK-023887,STU-2026-0200,2025-11-18,4,good,,False,SCH-001
CHK-023888,STU-2026-0200,2025-11-19,5,great,,False,SCH-001
CHK-023889,STU-2026-0200,2025-11-20,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-023890,STU-2026-0200,2025-11-21,5,great,,False,SCH-001
CHK-023891,STU-2026-0200,2025-11-24,5,great,,False,SCH-001
CHK-023892,STU-2026-0200,2025-11-25,5,great,,False,SCH-001
CHK-023893,STU-2026-0200,2025-11-26,5,great,,False,SCH-001
CHK-023894,STU-2026-0200,2025-11-27,5,great,,False,SCH-001
CHK-023895,STU-2026-0200,2025-11-28,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-023896,STU-2026-0200,2025-12-01,4,good,"Had a great discussion in history class, feeling confident and motivated today.",True,SCH-001
CHK-023897,STU-2026-0200,2025-12-02,5,great,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-023898,STU-2026-0200,2025-12-03,5,great,,False,SCH-001
CHK-023899,STU-2026-0200,2025-12-04,5,great,,False,SCH-001
CHK-023900,STU-2026-0200,2025-12-05,4,good,,False,SCH-001
CHK-023901,STU-2026-0200,2025-12-08,4,good,,False,SCH-001
CHK-023902,STU-2026-0200,2025-12-09,5,great,,False,SCH-001
CHK-023903,STU-2026-0200,2025-12-10,5,great,,False,SCH-001
CHK-023904,STU-2026-0200,2025-12-11,5,great,,False,SCH-001
CHK-023905,STU-2026-0200,2025-12-12,5,great,,False,SCH-001
CHK-023906,STU-2026-0200,2025-12-15,5,great,,False,SCH-001
CHK-023907,STU-2026-0200,2025-12-16,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-023908,STU-2026-0200,2025-12-17,5,great,,False,SCH-001
CHK-023909,STU-2026-0200,2025-12-18,5,great,,False,SCH-001
CHK-023910,STU-2026-0200,2025-12-19,5,great,,False,SCH-001
CHK-023911,STU-2026-0200,2025-12-22,5,great,,False,SCH-001
CHK-023912,STU-2026-0200,2025-12-23,5,great,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-023913,STU-2026-0200,2025-12-24,5,great,,False,SCH-001
CHK-023914,STU-2026-0200,2025-12-25,4,good,,False,SCH-001
CHK-023915,STU-2026-0200,2025-12-26,5,great,,False,SCH-001
CHK-023916,STU-2026-0200,2025-12-29,4,good,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-023917,STU-2026-0200,2025-12-30,5,great,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-023918,STU-2026-0200,2025-12-31,5,great,,False,SCH-001
CHK-023919,STU-2026-0200,2026-01-01,5,great,,False,SCH-001
CHK-023920,STU-2026-0200,2026-01-02,5,great,,False,SCH-001
CHK-023921,STU-2026-0200,2026-01-05,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-023922,STU-2026-0200,2026-01-06,5,great,,False,SCH-001
CHK-023923,STU-2026-0200,2026-01-07,4,good,,False,SCH-001
CHK-023924,STU-2026-0200,2026-01-08,5,great,,False,SCH-001
CHK-023925,STU-2026-0200,2026-01-09,4,good,,False,SCH-001
CHK-023926,STU-2026-0200,2026-01-12,5,great,,False,SCH-001
CHK-023927,STU-2026-0200,2026-01-13,5,great,,False,SCH-001
CHK-023928,STU-2026-0200,2026-01-14,5,great,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-023929,STU-2026-0200,2026-01-15,5,great,,False,SCH-001
CHK-023930,STU-2026-0200,2026-01-16,5,great,,False,SCH-001
CHK-023931,STU-2026-0200,2026-01-19,5,great,,False,SCH-001
CHK-023932,STU-2026-0200,2026-01-20,5,great,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-023933,STU-2026-0200,2026-01-21,4,good,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-023934,STU-2026-0200,2026-01-22,5,great,,False,SCH-001
CHK-023935,STU-2026-0200,2026-01-23,5,great,,False,SCH-001
CHK-023936,STU-2026-0200,2026-01-26,4,good,,False,SCH-001
CHK-023937,STU-2026-0200,2026-01-27,5,great,,False,SCH-001
CHK-023938,STU-2026-0200,2026-01-28,5,great,,False,SCH-001
CHK-023939,STU-2026-0200,2026-01-29,5,great,,True,SCH-001
CHK-023940,STU-2026-0200,2026-01-30,5,great,,False,SCH-001
CHK-023941,STU-2026-0200,2026-02-02,5,great,,False,SCH-001
CHK-023942,STU-2026-0200,2026-02-03,5,great,,False,SCH-001
CHK-023943,STU-2026-0200,2026-02-04,5,great,,False,SCH-001
CHK-023944,STU-2026-0200,2026-02-05,5,great,"Had a great discussion in history class, feeling confident and motivated today.",True,SCH-001
CHK-023945,STU-2026-0200,2026-02-06,4,good,,False,SCH-001
CHK-023946,STU-2026-0200,2026-02-09,5,great,,False,SCH-001
CHK-023947,STU-2026-0200,2026-02-10,5,great,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-023948,STU-2026-0200,2026-02-11,5,great,,False,SCH-001
CHK-023949,STU-2026-0200,2026-02-12,5,great,,False,SCH-001
CHK-023950,STU-2026-0200,2026-02-13,5,great,,False,SCH-001
CHK-023951,STU-2026-0200,2026-02-16,5,great,,False,SCH-001
CHK-023952,STU-2026-0200,2026-02-17,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-023953,STU-2026-0200,2026-02-18,5,great,,False,SCH-001
CHK-023954,STU-2026-0200,2026-02-19,5,great,,False,SCH-001
CHK-023955,STU-2026-0200,2026-02-20,5,great,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-023956,STU-2026-0200,2026-02-23,5,great,,False,SCH-001
CHK-023957,STU-2026-0200,2026-02-24,5,great,,False,SCH-001
CHK-023958,STU-2026-0200,2026-02-25,5,great,,False,SCH-001
CHK-023959,STU-2026-0200,2026-02-26,5,great,,False,SCH-001
CHK-023960,STU-2026-0200,2026-02-27,5,great,,False,SCH-001
CHK-023961,STU-2026-0200,2026-03-02,5,great,,False,SCH-001
CHK-023962,STU-2026-0200,2026-03-03,5,great,,False,SCH-001
CHK-023963,STU-2026-0200,2026-03-04,5,great,,False,SCH-001
CHK-023964,STU-2026-0200,2026-03-05,5,great,,False,SCH-001
CHK-023965,STU-2026-0200,2026-03-06,5,great,,False,SCH-001
CHK-023966,STU-2026-0200,2026-03-09,4,good,,True,SCH-001
CHK-023967,STU-2026-0200,2026-03-10,5,great,,False,SCH-001
CHK-023968,STU-2026-0200,2026-03-11,4,good,,False,SCH-001
CHK-023969,STU-2026-0200,2026-03-12,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-023970,STU-2026-0200,2026-03-13,5,great,,False,SCH-001
CHK-023971,STU-2026-0200,2026-03-16,5,great,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-023972,STU-2026-0200,2026-03-17,5,great,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-023973,STU-2026-0200,2026-03-18,5,great,,False,SCH-001
CHK-023974,STU-2026-0200,2026-03-19,5,great,,False,SCH-001
CHK-023975,STU-2026-0200,2026-03-20,5,great,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-023976,STU-2026-0200,2026-03-23,5,great,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-023977,STU-2026-0200,2026-03-24,5,great,,False,SCH-001
CHK-023978,STU-2026-0200,2026-03-25,5,great,,False,SCH-001
CHK-023979,STU-2026-0200,2026-03-26,5,great,,False,SCH-001
CHK-023980,STU-2026-0200,2026-03-27,5,great,,True,SCH-001
CHK-023981,STU-2026-0200,2026-03-30,5,great,,False,SCH-001
CHK-023982,STU-2026-0200,2026-03-31,5,great,,False,SCH-001
CHK-023983,STU-2026-0200,2026-04-01,5,great,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-023984,STU-2026-0200,2026-04-02,4,good,"Made great progress on my science project with my team, looking forward to tomorrow.",False,SCH-001
CHK-023985,STU-2026-0200,2026-04-03,4,good,,False,SCH-001
CHK-023986,STU-2026-0200,2026-04-06,5,great,,False,SCH-001
CHK-023987,STU-2026-0200,2026-04-07,4,good,,False,SCH-001
CHK-023988,STU-2026-0200,2026-04-08,5,great,,False,SCH-001
CHK-023989,STU-2026-0200,2026-04-09,5,great,,False,SCH-001
CHK-023990,STU-2026-0200,2026-04-10,5,great,,False,SCH-001
CHK-023991,STU-2026-0200,2026-04-13,4,good,"Feeling energetic and happy, had a wonderful conversation with my classmates.",True,SCH-001
CHK-023992,STU-2026-0200,2026-04-14,5,great,,False,SCH-001
CHK-023993,STU-2026-0200,2026-04-15,5,great,,False,SCH-001
CHK-023994,STU-2026-0200,2026-04-16,5,great,,False,SCH-001
CHK-023995,STU-2026-0200,2026-04-17,5,great,,False,SCH-001
CHK-023996,STU-2026-0200,2026-04-20,4,good,,False,SCH-001
CHK-023997,STU-2026-0200,2026-04-21,5,great,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",True,SCH-001
CHK-023998,STU-2026-0200,2026-04-22,5,great,,True,SCH-001
CHK-023999,STU-2026-0200,2026-04-23,5,great,,False,SCH-001
CHK-024000,STU-2026-0200,2026-04-24,5,great,,False,SCH-001
CHK-024001,STU-2026-0201,2025-11-10,4,good,"Standard school day, revised chapter 4 during the study break.",False,SCH-001
CHK-024002,STU-2026-0201,2025-11-11,4,good,,False,SCH-001
CHK-024003,STU-2026-0201,2025-11-12,4,good,,False,SCH-001
CHK-024004,STU-2026-0201,2025-11-13,4,good,,True,SCH-001
CHK-024005,STU-2026-0201,2025-11-14,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-024006,STU-2026-0201,2025-11-17,3,okay,,False,SCH-001
CHK-024007,STU-2026-0201,2025-11-18,4,good,,False,SCH-001
CHK-024008,STU-2026-0201,2025-11-19,4,good,"Normal day, lectures were standard and finished revision during free library period.",False,SCH-001
CHK-024009,STU-2026-0201,2025-11-20,5,great,,False,SCH-001
CHK-024010,STU-2026-0201,2025-11-21,4,good,,False,SCH-001
CHK-024011,STU-2026-0201,2025-11-24,4,good,,False,SCH-001
CHK-024012,STU-2026-0201,2025-11-25,4,good,,False,SCH-001
CHK-024013,STU-2026-0201,2025-11-26,5,great,,False,SCH-001
CHK-024014,STU-2026-0201,2025-11-27,4,good,,False,SCH-001
CHK-024015,STU-2026-0201,2025-11-28,5,great,,False,SCH-001
CHK-024016,STU-2026-0201,2025-12-01,5,great,,False,SCH-001
CHK-024017,STU-2026-0201,2025-12-02,4,good,,False,SCH-001
CHK-024018,STU-2026-0201,2025-12-03,5,great,,False,SCH-001
CHK-024019,STU-2026-0201,2025-12-04,5,great,,False,SCH-001
CHK-024020,STU-2026-0201,2025-12-05,3,okay,,False,SCH-001
CHK-024021,STU-2026-0201,2025-12-08,5,great,,False,SCH-001
CHK-024022,STU-2026-0201,2025-12-09,5,great,,False,SCH-001
CHK-024023,STU-2026-0201,2025-12-10,4,good,Regular school day. Completed notes in English and started the math homework.,False,SCH-001
CHK-024024,STU-2026-0201,2025-12-11,4,good,Regular school day. Completed notes in English and started the math homework.,False,SCH-001
CHK-024025,STU-2026-0201,2025-12-12,4,good,,True,SCH-001
CHK-024026,STU-2026-0201,2025-12-15,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-024027,STU-2026-0201,2025-12-16,4,good,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-024028,STU-2026-0201,2025-12-17,4,good,,False,SCH-001
CHK-024029,STU-2026-0201,2025-12-18,5,great,,False,SCH-001
CHK-024030,STU-2026-0201,2025-12-19,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-024031,STU-2026-0201,2025-12-22,3,okay,,False,SCH-001
CHK-024032,STU-2026-0201,2025-12-23,4,good,,False,SCH-001
CHK-024033,STU-2026-0201,2025-12-24,4,good,"Standard school day, revised chapter 4 during the study break.",False,SCH-001
CHK-024034,STU-2026-0201,2025-12-25,5,great,,False,SCH-001
CHK-024035,STU-2026-0201,2025-12-26,4,good,,False,SCH-001
CHK-024036,STU-2026-0201,2025-12-29,4,good,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-024037,STU-2026-0201,2025-12-30,4,good,,False,SCH-001
CHK-024038,STU-2026-0201,2025-12-31,4,good,,True,SCH-001
CHK-024039,STU-2026-0201,2026-01-01,4,good,,False,SCH-001
CHK-024040,STU-2026-0201,2026-01-02,5,great,,False,SCH-001
CHK-024041,STU-2026-0201,2026-01-05,5,great,,False,SCH-001
CHK-024042,STU-2026-0201,2026-01-06,4,good,,False,SCH-001
CHK-024043,STU-2026-0201,2026-01-07,4,good,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-024044,STU-2026-0201,2026-01-08,4,good,,False,SCH-001
CHK-024045,STU-2026-0201,2026-01-09,4,good,Regular school day. Completed notes in English and started the math homework.,False,SCH-001
CHK-024046,STU-2026-0201,2026-01-12,4,good,,False,SCH-001
CHK-024047,STU-2026-0201,2026-01-13,5,great,,False,SCH-001
CHK-024048,STU-2026-0201,2026-01-14,5,great,,False,SCH-001
CHK-024049,STU-2026-0201,2026-01-15,4,good,,False,SCH-001
CHK-024050,STU-2026-0201,2026-01-16,5,great,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-024051,STU-2026-0201,2026-01-19,4,good,,False,SCH-001
CHK-024052,STU-2026-0201,2026-01-20,5,great,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-024053,STU-2026-0201,2026-01-21,4,good,,True,SCH-001
CHK-024054,STU-2026-0201,2026-01-22,4,good,,False,SCH-001
CHK-024055,STU-2026-0201,2026-01-23,5,great,,False,SCH-001
CHK-024056,STU-2026-0201,2026-01-26,5,great,,False,SCH-001
CHK-024057,STU-2026-0201,2026-01-27,4,good,,False,SCH-001
CHK-024058,STU-2026-0201,2026-01-28,5,great,,False,SCH-001
CHK-024059,STU-2026-0201,2026-01-29,3,okay,"Normal day, lectures were standard and finished revision during free library period.",False,SCH-001
CHK-024060,STU-2026-0201,2026-01-30,4,good,,False,SCH-001
CHK-024061,STU-2026-0201,2026-02-02,4,good,,False,SCH-001
CHK-024062,STU-2026-0201,2026-02-03,4,good,"Feeling energetic and happy, had a wonderful conversation with my classmates.",False,SCH-001
CHK-024063,STU-2026-0201,2026-02-04,4,good,,True,SCH-001
CHK-024064,STU-2026-0201,2026-02-05,4,good,,True,SCH-001
CHK-024065,STU-2026-0201,2026-02-06,4,good,,False,SCH-001
CHK-024066,STU-2026-0201,2026-02-09,4,good,,False,SCH-001
CHK-024067,STU-2026-0201,2026-02-10,4,good,,True,SCH-001
CHK-024068,STU-2026-0201,2026-02-11,4,good,Scored well on the math quiz! Hard work is finally paying off.,False,SCH-001
CHK-024069,STU-2026-0201,2026-02-12,4,good,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-024070,STU-2026-0201,2026-02-13,4,good,,False,SCH-001
CHK-024071,STU-2026-0201,2026-02-16,4,good,,False,SCH-001
CHK-024072,STU-2026-0201,2026-02-17,4,good,,False,SCH-001
CHK-024073,STU-2026-0201,2026-02-18,5,great,,False,SCH-001
CHK-024074,STU-2026-0201,2026-02-19,5,great,"Made great progress on my science project with my team, looking forward to tomorrow.",False,SCH-001
CHK-024075,STU-2026-0201,2026-02-20,4,good,,False,SCH-001
CHK-024076,STU-2026-0201,2026-02-23,5,great,,False,SCH-001
CHK-024077,STU-2026-0201,2026-02-24,3,okay,,True,SCH-001
CHK-024078,STU-2026-0201,2026-02-25,4,good,,False,SCH-001
CHK-024079,STU-2026-0201,2026-02-26,4,good,"Had a great discussion in history class, feeling confident and motivated today.",False,SCH-001
CHK-024080,STU-2026-0201,2026-02-27,4,good,,False,SCH-001
CHK-024081,STU-2026-0201,2026-03-02,5,great,,False,SCH-001
CHK-024082,STU-2026-0201,2026-03-03,4,good,"Ordinary day, attended all lectures and submitted the physics lab sheet.",True,SCH-001
CHK-024083,STU-2026-0201,2026-03-04,4,good,,False,SCH-001
CHK-024084,STU-2026-0201,2026-03-05,4,good,,False,SCH-001
CHK-024085,STU-2026-0201,2026-03-06,5,great,,False,SCH-001
CHK-024086,STU-2026-0201,2026-03-09,4,good,,False,SCH-001
CHK-024087,STU-2026-0201,2026-03-10,4,good,"Had lots of fun during sports period today, feeling refreshed and positive.",False,SCH-001
CHK-024088,STU-2026-0201,2026-03-11,4,good,,False,SCH-001
CHK-024089,STU-2026-0201,2026-03-12,4,good,,False,SCH-001
CHK-024090,STU-2026-0201,2026-03-13,4,good,,False,SCH-001
CHK-024091,STU-2026-0201,2026-03-16,5,great,,False,SCH-001
CHK-024092,STU-2026-0201,2026-03-17,4,good,,False,SCH-001
CHK-024093,STU-2026-0201,2026-03-18,4,good,,False,SCH-001
CHK-024094,STU-2026-0201,2026-03-19,5,great,,False,SCH-001
CHK-024095,STU-2026-0201,2026-03-20,4,good,,True,SCH-001
CHK-024096,STU-2026-0201,2026-03-23,4,good,,False,SCH-001
CHK-024097,STU-2026-0201,2026-03-24,4,good,"Really enjoyed chemistry lab today, our titration experiment worked out great!",False,SCH-001
CHK-024098,STU-2026-0201,2026-03-25,4,good,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",False,SCH-001
CHK-024099,STU-2026-0201,2026-03-26,3,okay,,False,SCH-001
CHK-024100,STU-2026-0201,2026-03-27,4,good,,False,SCH-001
CHK-024101,STU-2026-0201,2026-03-30,4,good,,False,SCH-001
CHK-024102,STU-2026-0201,2026-03-31,5,great,,False,SCH-001
CHK-024103,STU-2026-0201,2026-04-01,5,great,,True,SCH-001
