studentId,examId,subjectId,marksObtained,grade,isPassed,schoolId
STU-2026-0288,EXM-0022,SUB-PHY,11.3,F,True,SCH-001
STU-2026-0289,EXM-0022,SUB-PHY,23.1,A+,True,SCH-001
STU-2026-0290,EXM-0022,SUB-PHY,20.9,A,True,SCH-001
STU-2026-0291,EXM-0022,SUB-PHY,16.5,C,True,SCH-001
STU-2026-0292,EXM-0022,SUB-PHY,14.9,D,True,SCH-001
STU-2026-0293,EXM-0022,SUB-PHY,20.5,A,True,SCH-001
STU-2026-0294,EXM-0022,SUB-PHY,18.4,B,True,SCH-001
STU-2026-0295,EXM-0022,SUB-PHY,21.0,A,True,SCH-001
STU-2026-0296,EXM-0022,SUB-PHY,20.9,A,True,SCH-001
STU-2026-0297,EXM-0022,SUB-PHY,19.2,B,True,SCH-001
STU-2026-0298,EXM-0022,SUB-PHY,22.4,A,True,SCH-001
STU-2026-0299,EXM-0022,SUB-PHY,23.4,A+,True,SCH-001
STU-2026-0300,EXM-0022,SUB-PHY,11.2,F,True,SCH-001
STU-2026-0301,EXM-0022,SUB-PHY,16.9,C,True,SCH-001
STU-2026-0302,EXM-0022,SUB-PHY,17.3,C,True,SCH-001
STU-2026-0303,EXM-0022,SUB-PHY,21.3,A,True,SCH-001
STU-2026-0304,EXM-0022,SUB-PHY,17.5,B,True,SCH-001
STU-2026-0305,EXM-0022,SUB-PHY,14.2,D,True,SCH-001
STU-2026-0306,EXM-0022,SUB-PHY,9.8,F,True,SCH-001
STU-2026-0307,EXM-0022,SUB-PHY,22.5,A+,True,SCH-001
STU-2026-0308,EXM-0022,SUB-PHY,18.8,B,True,SCH-001
STU-2026-0309,EXM-0022,SUB-PHY,16.4,C,True,SCH-001
STU-2026-0310,EXM-0022,SUB-PHY,9.0,F,True,SCH-001
STU-2026-0311,EXM-0022,SUB-PHY,22.6,A+,True,SCH-001
STU-2026-0312,EXM-0022,SUB-PHY,22.7,A+,True,SCH-001
STU-2026-0313,EXM-0022,SUB-PHY,20.1,A,True,SCH-001
STU-2026-0314,EXM-0022,SUB-PHY,21.1,A,True,SCH-001
STU-2026-0315,EXM-0022,SUB-PHY,18.3,B,True,SCH-001
STU-2026-0316,EXM-0022,SUB-PHY,16.1,C,True,SCH-001
STU-2026-0317,EXM-0022,SUB-PHY,22.5,A+,True,SCH-001
STU-2026-0318,EXM-0022,SUB-PHY,23.4,A+,True,SCH-001
STU-2026-0319,EXM-0022,SUB-PHY,19.1,B,True,SCH-001
STU-2026-0320,EXM-0022,SUB-PHY,10.6,F,True,SCH-001
STU-2026-0321,EXM-0022,SUB-PHY,18.9,B,True,SCH-001
STU-2026-0322,EXM-0022,SUB-PHY,20.0,A,True,SCH-001
STU-2026-0323,EXM-0022,SUB-PHY,13.8,D,True,SCH-001
STU-2026-0324,EXM-0022,SUB-PHY,20.6,A,True,SCH-001
STU-2026-0325,EXM-0022,SUB-PHY,18.7,B,True,SCH-001
STU-2026-0326,EXM-0022,SUB-PHY,16.5,C,True,SCH-001
STU-2026-0327,EXM-0022,SUB-PHY,20.0,A,True,SCH-001
STU-2026-0328,EXM-0022,SUB-PHY,19.6,B,True,SCH-001
STU-2026-0329,EXM-0022,SUB-PHY,22.7,A+,True,SCH-001
STU-2026-0330,EXM-0022,SUB-PHY,18.2,B,True,SCH-001
STU-2026-0265,EXM-0023,SUB-CHEM,20.1,A,True,SCH-001
STU-2026-0266,EXM-0023,SUB-CHEM,18.6,B,True,SCH-001
STU-2026-0267,EXM-0023,SUB-CHEM,17.8,B,True,SCH-001
STU-2026-0268,EXM-0023,SUB-CHEM,18.0,B,True,SCH-001
STU-2026-0269,EXM-0023,SUB-CHEM,22.0,A,True,SCH-001
STU-2026-0270,EXM-0023,SUB-CHEM,21.4,A,True,SCH-001
STU-2026-0271,EXM-0023,SUB-CHEM,17.2,C,True,SCH-001
STU-2026-0272,EXM-0023,SUB-CHEM,17.8,B,True,SCH-001
STU-2026-0273,EXM-0023,SUB-CHEM,21.4,A,True,SCH-001
STU-2026-0274,EXM-0023,SUB-CHEM,14.6,D,True,SCH-001
STU-2026-0275,EXM-0023,SUB-CHEM,14.2,D,True,SCH-001
STU-2026-0276,EXM-0023,SUB-CHEM,15.2,C,True,SCH-001
STU-2026-0277,EXM-0023,SUB-CHEM,18.6,B,True,SCH-001
STU-2026-0278,EXM-0023,SUB-CHEM,22.3,A,True,SCH-001
STU-2026-0279,EXM-0023,SUB-CHEM,8.8,F,False,SCH-001
STU-2026-0280,EXM-0023,SUB-CHEM,24.8,A+,True,SCH-001
STU-2026-0281,EXM-0023,SUB-CHEM,20.5,A,True,SCH-001
STU-2026-0282,EXM-0023,SUB-CHEM,19.1,B,True,SCH-001
STU-2026-0283,EXM-0023,SUB-CHEM,15.6,C,True,SCH-001
STU-2026-0284,EXM-0023,SUB-CHEM,19.4,B,True,SCH-001
STU-2026-0285,EXM-0023,SUB-CHEM,11.3,F,True,SCH-001
STU-2026-0286,EXM-0023,SUB-CHEM,17.8,B,True,SCH-001
STU-2026-0287,EXM-0023,SUB-CHEM,21.5,A,True,SCH-001
STU-2026-0288,EXM-0023,SUB-CHEM,9.8,F,True,SCH-001
STU-2026-0289,EXM-0023,SUB-CHEM,22.7,A+,True,SCH-001
STU-2026-0290,EXM-0023,SUB-CHEM,18.1,B,True,SCH-001
STU-2026-0291,EXM-0023,SUB-CHEM,18.8,B,True,SCH-001
STU-2026-0292,EXM-0023,SUB-CHEM,13.8,D,True,SCH-001
STU-2026-0293,EXM-0023,SUB-CHEM,15.8,C,True,SCH-001
STU-2026-0294,EXM-0023,SUB-CHEM,15.9,C,True,SCH-001
STU-2026-0295,EXM-0023,SUB-CHEM,21.5,A,True,SCH-001
STU-2026-0296,EXM-0023,SUB-CHEM,23.2,A+,True,SCH-001
STU-2026-0297,EXM-0023,SUB-CHEM,17.0,C,True,SCH-001
STU-2026-0298,EXM-0023,SUB-CHEM,20.6,A,True,SCH-001
STU-2026-0299,EXM-0023,SUB-CHEM,20.4,A,True,SCH-001
STU-2026-0300,EXM-0023,SUB-CHEM,9.5,F,True,SCH-001
STU-2026-0301,EXM-0023,SUB-CHEM,19.7,B,True,SCH-001
STU-2026-0302,EXM-0023,SUB-CHEM,14.7,D,True,SCH-001
STU-2026-0303,EXM-0023,SUB-CHEM,20.3,A,True,SCH-001
STU-2026-0304,EXM-0023,SUB-CHEM,17.4,C,True,SCH-001
STU-2026-0305,EXM-0023,SUB-CHEM,14.4,D,True,SCH-001
STU-2026-0306,EXM-0023,SUB-CHEM,11.7,F,True,SCH-001
STU-2026-0307,EXM-0023,SUB-CHEM,21.3,A,True,SCH-001
STU-2026-0308,EXM-0023,SUB-CHEM,19.3,B,True,SCH-001
STU-2026-0309,EXM-0023,SUB-CHEM,16.4,C,True,SCH-001
STU-2026-0310,EXM-0023,SUB-CHEM,12.0,F,True,SCH-001
STU-2026-0311,EXM-0023,SUB-CHEM,23.7,A+,True,SCH-001
STU-2026-0312,EXM-0023,SUB-CHEM,20.8,A,True,SCH-001
STU-2026-0313,EXM-0023,SUB-CHEM,24.1,A+,True,SCH-001
STU-2026-0314,EXM-0023,SUB-CHEM,18.9,B,True,SCH-001
STU-2026-0315,EXM-0023,SUB-CHEM,15.1,C,True,SCH-001
STU-2026-0316,EXM-0023,SUB-CHEM,15.1,C,True,SCH-001
STU-2026-0317,EXM-0023,SUB-CHEM,20.1,A,True,SCH-001
STU-2026-0318,EXM-0023,SUB-CHEM,21.6,A,True,SCH-001
STU-2026-0319,EXM-0023,SUB-CHEM,15.5,C,True,SCH-001
STU-2026-0320,EXM-0023,SUB-CHEM,12.2,F,True,SCH-001
STU-2026-0321,EXM-0023,SUB-CHEM,19.1,B,True,SCH-001
STU-2026-0322,EXM-0023,SUB-CHEM,21.1,A,True,SCH-001
STU-2026-0323,EXM-0023,SUB-CHEM,18.7,B,True,SCH-001
STU-2026-0324,EXM-0023,SUB-CHEM,23.0,A+,True,SCH-001
STU-2026-0325,EXM-0023,SUB-CHEM,19.8,B,True,SCH-001
STU-2026-0326,EXM-0023,SUB-CHEM,19.8,B,True,SCH-001
STU-2026-0327,EXM-0023,SUB-CHEM,22.9,A+,True,SCH-001
STU-2026-0328,EXM-0023,SUB-CHEM,19.5,B,True,SCH-001
STU-2026-0329,EXM-0023,SUB-CHEM,22.3,A,True,SCH-001
STU-2026-0330,EXM-0023,SUB-CHEM,17.6,B,True,SCH-001
STU-2026-0265,EXM-0024,SUB-ENG,22.2,A,True,SCH-001
STU-2026-0266,EXM-0024,SUB-ENG,17.8,B,True,SCH-001
STU-2026-0267,EXM-0024,SUB-ENG,16.3,C,True,SCH-001
STU-2026-0268,EXM-0024,SUB-ENG,19.0,B,True,SCH-001
STU-2026-0269,EXM-0024,SUB-ENG,20.1,A,True,SCH-001
STU-2026-0270,EXM-0024,SUB-ENG,21.7,A,True,SCH-001
STU-2026-0271,EXM-0024,SUB-ENG,12.5,D,True,SCH-001
STU-2026-0272,EXM-0024,SUB-ENG,21.5,A,True,SCH-001
STU-2026-0273,EXM-0024,SUB-ENG,17.6,B,True,SCH-001
STU-2026-0274,EXM-0024,SUB-ENG,17.5,B,True,SCH-001
STU-2026-0275,EXM-0024,SUB-ENG,11.8,F,True,SCH-001
STU-2026-0276,EXM-0024,SUB-ENG,15.1,C,True,SCH-001
STU-2026-0277,EXM-0024,SUB-ENG,17.5,B,True,SCH-001
STU-2026-0278,EXM-0024,SUB-ENG,21.4,A,True,SCH-001
STU-2026-0279,EXM-0024,SUB-ENG,8.8,F,False,SCH-001
STU-2026-0280,EXM-0024,SUB-ENG,22.6,A+,True,SCH-001
STU-2026-0281,EXM-0024,SUB-ENG,19.0,B,True,SCH-001
STU-2026-0282,EXM-0024,SUB-ENG,19.6,B,True,SCH-001
STU-2026-0283,EXM-0024,SUB-ENG,13.8,D,True,SCH-001
STU-2026-0284,EXM-0024,SUB-ENG,22.6,A+,True,SCH-001
STU-2026-0285,EXM-0024,SUB-ENG,11.4,F,True,SCH-001
STU-2026-0286,EXM-0024,SUB-ENG,15.0,C,True,SCH-001
STU-2026-0287,EXM-0024,SUB-ENG,17.7,B,True,SCH-001
STU-2026-0288,EXM-0024,SUB-ENG,9.8,F,True,SCH-001
STU-2026-0289,EXM-0024,SUB-ENG,21.8,A,True,SCH-001
STU-2026-0290,EXM-0024,SUB-ENG,19.6,B,True,SCH-001
STU-2026-0291,EXM-0024,SUB-ENG,13.1,D,True,SCH-001
STU-2026-0292,EXM-0024,SUB-ENG,13.2,D,True,SCH-001
STU-2026-0293,EXM-0024,SUB-ENG,17.6,B,True,SCH-001
STU-2026-0294,EXM-0024,SUB-ENG,17.2,C,True,SCH-001
STU-2026-0295,EXM-0024,SUB-ENG,19.2,B,True,SCH-001
STU-2026-0296,EXM-0024,SUB-ENG,20.5,A,True,SCH-001
STU-2026-0297,EXM-0024,SUB-ENG,17.8,B,True,SCH-001
STU-2026-0298,EXM-0024,SUB-ENG,23.9,A+,True,SCH-001
STU-2026-0299,EXM-0024,SUB-ENG,24.4,A+,True,SCH-001
STU-2026-0300,EXM-0024,SUB-ENG,10.5,F,True,SCH-001
STU-2026-0301,EXM-0024,SUB-ENG,21.4,A,True,SCH-001
STU-2026-0302,EXM-0024,SUB-ENG,15.8,C,True,SCH-001
STU-2026-0303,EXM-0024,SUB-ENG,18.8,B,True,SCH-001
STU-2026-0304,EXM-0024,SUB-ENG,24.0,A+,True,SCH-001
STU-2026-0305,EXM-0024,SUB-ENG,11.3,F,True,SCH-001
STU-2026-0306,EXM-0024,SUB-ENG,8.8,F,False,SCH-001
STU-2026-0307,EXM-0024,SUB-ENG,23.8,A+,True,SCH-001
STU-2026-0308,EXM-0024,SUB-ENG,19.4,B,True,SCH-001
STU-2026-0309,EXM-0024,SUB-ENG,19.0,B,True,SCH-001
STU-2026-0310,EXM-0024,SUB-ENG,11.0,F,True,SCH-001
STU-2026-0311,EXM-0024,SUB-ENG,24.8,A+,True,SCH-001
STU-2026-0312,EXM-0024,SUB-ENG,21.4,A,True,SCH-001
STU-2026-0313,EXM-0024,SUB-ENG,22.0,A,True,SCH-001
STU-2026-0314,EXM-0024,SUB-ENG,19.1,B,True,SCH-001
STU-2026-0315,EXM-0024,SUB-ENG,17.0,C,True,SCH-001
STU-2026-0316,EXM-0024,SUB-ENG,14.0,D,True,SCH-001
STU-2026-0317,EXM-0024,SUB-ENG,21.2,A,True,SCH-001
STU-2026-0318,EXM-0024,SUB-ENG,24.8,A+,True,SCH-001
STU-2026-0319,EXM-0024,SUB-ENG,15.7,C,True,SCH-001
STU-2026-0320,EXM-0024,SUB-ENG,10.0,F,True,SCH-001
STU-2026-0321,EXM-0024,SUB-ENG,19.4,B,True,SCH-001
STU-2026-0322,EXM-0024,SUB-ENG,17.9,B,True,SCH-001
STU-2026-0323,EXM-0024,SUB-ENG,18.0,B,True,SCH-001
STU-2026-0324,EXM-0024,SUB-ENG,19.7,B,True,SCH-001
STU-2026-0325,EXM-0024,SUB-ENG,17.8,B,True,SCH-001
STU-2026-0326,EXM-0024,SUB-ENG,17.4,C,True,SCH-001
STU-2026-0327,EXM-0024,SUB-ENG,20.5,A,True,SCH-001
STU-2026-0328,EXM-0024,SUB-ENG,19.2,B,True,SCH-001
STU-2026-0329,EXM-0024,SUB-ENG,20.0,A,True,SCH-001
STU-2026-0330,EXM-0024,SUB-ENG,19.3,B,True,SCH-001
STU-2026-0265,EXM-0025,SUB-HIST,21.5,A,True,SCH-001
STU-2026-0266,EXM-0025,SUB-HIST,20.7,A,True,SCH-001
STU-2026-0267,EXM-0025,SUB-HIST,18.2,B,True,SCH-001
STU-2026-0268,EXM-0025,SUB-HIST,17.2,C,True,SCH-001
STU-2026-0269,EXM-0025,SUB-HIST,20.9,A,True,SCH-001
STU-2026-0270,EXM-0025,SUB-HIST,20.9,A,True,SCH-001
STU-2026-0271,EXM-0025,SUB-HIST,16.6,C,True,SCH-001
STU-2026-0272,EXM-0025,SUB-HIST,17.9,B,True,SCH-001
STU-2026-0273,EXM-0025,SUB-HIST,20.9,A,True,SCH-001
STU-2026-0274,EXM-0025,SUB-HIST,16.6,C,True,SCH-001
STU-2026-0275,EXM-0025,SUB-HIST,12.6,D,True,SCH-001
STU-2026-0276,EXM-0025,SUB-HIST,14.6,D,True,SCH-001
STU-2026-0277,EXM-0025,SUB-HIST,19.2,B,True,SCH-001
STU-2026-0278,EXM-0025,SUB-HIST,19.1,B,True,SCH-001
STU-2026-0279,EXM-0025,SUB-HIST,7.4,F,False,SCH-001
STU-2026-0280,EXM-0025,SUB-HIST,20.5,A,True,SCH-001
STU-2026-0281,EXM-0025,SUB-HIST,18.9,B,True,SCH-001
STU-2026-0282,EXM-0025,SUB-HIST,21.0,A,True,SCH-001
STU-2026-0283,EXM-0025,SUB-HIST,16.0,C,True,SCH-001
STU-2026-0284,EXM-0025,SUB-HIST,22.5,A+,True,SCH-001
STU-2026-0285,EXM-0025,SUB-HIST,10.1,F,True,SCH-001
STU-2026-0286,EXM-0025,SUB-HIST,14.8,D,True,SCH-001
STU-2026-0287,EXM-0025,SUB-HIST,19.7,B,True,SCH-001
STU-2026-0288,EXM-0025,SUB-HIST,10.4,F,True,SCH-001
STU-2026-0289,EXM-0025,SUB-HIST,24.8,A+,True,SCH-001
STU-2026-0290,EXM-0025,SUB-HIST,18.6,B,True,SCH-001
STU-2026-0291,EXM-0025,SUB-HIST,18.7,B,True,SCH-001
STU-2026-0292,EXM-0025,SUB-HIST,11.3,F,True,SCH-001
STU-2026-0293,EXM-0025,SUB-HIST,17.2,C,True,SCH-001
STU-2026-0294,EXM-0025,SUB-HIST,17.4,C,True,SCH-001
STU-2026-0295,EXM-0025,SUB-HIST,19.1,B,True,SCH-001
STU-2026-0296,EXM-0025,SUB-HIST,21.9,A,True,SCH-001
STU-2026-0297,EXM-0025,SUB-HIST,18.6,B,True,SCH-001
STU-2026-0298,EXM-0025,SUB-HIST,22.7,A+,True,SCH-001
STU-2026-0299,EXM-0025,SUB-HIST,23.6,A+,True,SCH-001
STU-2026-0300,EXM-0025,SUB-HIST,7.9,F,False,SCH-001
STU-2026-0301,EXM-0025,SUB-HIST,21.1,A,True,SCH-001
STU-2026-0302,EXM-0025,SUB-HIST,18.4,B,True,SCH-001
STU-2026-0303,EXM-0025,SUB-HIST,19.2,B,True,SCH-001
STU-2026-0304,EXM-0025,SUB-HIST,18.7,B,True,SCH-001
STU-2026-0305,EXM-0025,SUB-HIST,13.1,D,True,SCH-001
STU-2026-0306,EXM-0025,SUB-HIST,8.8,F,False,SCH-001
STU-2026-0307,EXM-0025,SUB-HIST,22.2,A,True,SCH-001
STU-2026-0308,EXM-0025,SUB-HIST,22.2,A,True,SCH-001
STU-2026-0309,EXM-0025,SUB-HIST,20.2,A,True,SCH-001
STU-2026-0310,EXM-0025,SUB-HIST,7.1,F,False,SCH-001
STU-2026-0311,EXM-0025,SUB-HIST,24.8,A+,True,SCH-001
STU-2026-0312,EXM-0025,SUB-HIST,18.9,B,True,SCH-001
STU-2026-0313,EXM-0025,SUB-HIST,23.4,A+,True,SCH-001
STU-2026-0314,EXM-0025,SUB-HIST,21.7,A,True,SCH-001
STU-2026-0315,EXM-0025,SUB-HIST,16.6,C,True,SCH-001
STU-2026-0316,EXM-0025,SUB-HIST,13.6,D,True,SCH-001
STU-2026-0317,EXM-0025,SUB-HIST,20.4,A,True,SCH-001
STU-2026-0318,EXM-0025,SUB-HIST,24.8,A+,True,SCH-001
STU-2026-0319,EXM-0025,SUB-HIST,18.8,B,True,SCH-001
STU-2026-0320,EXM-0025,SUB-HIST,9.7,F,True,SCH-001
STU-2026-0321,EXM-0025,SUB-HIST,22.4,A,True,SCH-001
STU-2026-0322,EXM-0025,SUB-HIST,23.4,A+,True,SCH-001
STU-2026-0323,EXM-0025,SUB-HIST,18.7,B,True,SCH-001
STU-2026-0324,EXM-0025,SUB-HIST,19.6,B,True,SCH-001
STU-2026-0325,EXM-0025,SUB-HIST,19.1,B,True,SCH-001
STU-2026-0326,EXM-0025,SUB-HIST,18.4,B,True,SCH-001
STU-2026-0327,EXM-0025,SUB-HIST,22.2,A,True,SCH-001
STU-2026-0328,EXM-0025,SUB-HIST,18.6,B,True,SCH-001
STU-2026-0329,EXM-0025,SUB-HIST,21.2,A,True,SCH-001
STU-2026-0330,EXM-0025,SUB-HIST,18.3,B,True,SCH-001
STU-2026-0331,EXM-0026,SUB-MATH,17.8,B,True,SCH-001
STU-2026-0332,EXM-0026,SUB-MATH,16.9,C,True,SCH-001
STU-2026-0333,EXM-0026,SUB-MATH,17.6,B,True,SCH-001
STU-2026-0334,EXM-0026,SUB-MATH,19.5,B,True,SCH-001
STU-2026-0335,EXM-0026,SUB-MATH,18.0,B,True,SCH-001
STU-2026-0336,EXM-0026,SUB-MATH,18.6,B,True,SCH-001
STU-2026-0337,EXM-0026,SUB-MATH,16.2,C,True,SCH-001
STU-2026-0338,EXM-0026,SUB-MATH,20.0,A,True,SCH-001
STU-2026-0339,EXM-0026,SUB-MATH,15.1,C,True,SCH-001
STU-2026-0340,EXM-0026,SUB-MATH,19.7,B,True,SCH-001
STU-2026-0341,EXM-0026,SUB-MATH,16.2,C,True,SCH-001
STU-2026-0342,EXM-0026,SUB-MATH,19.2,B,True,SCH-001
STU-2026-0343,EXM-0026,SUB-MATH,11.6,F,True,SCH-001
STU-2026-0344,EXM-0026,SUB-MATH,13.7,D,True,SCH-001
STU-2026-0345,EXM-0026,SUB-MATH,16.2,C,True,SCH-001
STU-2026-0346,EXM-0026,SUB-MATH,19.5,B,True,SCH-001
STU-2026-0347,EXM-0026,SUB-MATH,24.8,A+,True,SCH-001
STU-2026-0348,EXM-0026,SUB-MATH,16.9,C,True,SCH-001
STU-2026-0349,EXM-0026,SUB-MATH,21.0,A,True,SCH-001
STU-2026-0350,EXM-0026,SUB-MATH,21.9,A,True,SCH-001
STU-2026-0351,EXM-0026,SUB-MATH,16.4,C,True,SCH-001
STU-2026-0352,EXM-0026,SUB-MATH,18.6,B,True,SCH-001
STU-2026-0353,EXM-0026,SUB-MATH,21.0,A,True,SCH-001
STU-2026-0354,EXM-0026,SUB-MATH,19.8,B,True,SCH-001
STU-2026-0355,EXM-0026,SUB-MATH,13.4,D,True,SCH-001
STU-2026-0356,EXM-0026,SUB-MATH,22.2,A,True,SCH-001
STU-2026-0357,EXM-0026,SUB-MATH,17.0,C,True,SCH-001
STU-2026-0358,EXM-0026,SUB-MATH,20.1,A,True,SCH-001
STU-2026-0359,EXM-0026,SUB-MATH,20.2,A,True,SCH-001
STU-2026-0360,EXM-0026,SUB-MATH,21.4,A,True,SCH-001
STU-2026-0361,EXM-0026,SUB-MATH,18.4,B,True,SCH-001
STU-2026-0362,EXM-0026,SUB-MATH,16.5,C,True,SCH-001
STU-2026-0363,EXM-0026,SUB-MATH,21.4,A,True,SCH-001
STU-2026-0364,EXM-0026,SUB-MATH,17.7,B,True,SCH-001
STU-2026-0365,EXM-0026,SUB-MATH,24.8,A+,True,SCH-001
STU-2026-0366,EXM-0026,SUB-MATH,23.0,A+,True,SCH-001
STU-2026-0367,EXM-0026,SUB-MATH,18.4,B,True,SCH-001
STU-2026-0368,EXM-0026,SUB-MATH,14.2,D,True,SCH-001
STU-2026-0369,EXM-0026,SUB-MATH,23.3,A+,True,SCH-001
STU-2026-0370,EXM-0026,SUB-MATH,21.5,A,True,SCH-001
STU-2026-0371,EXM-0026,SUB-MATH,14.4,D,True,SCH-001
STU-2026-0372,EXM-0026,SUB-MATH,19.5,B,True,SCH-001
STU-2026-0373,EXM-0026,SUB-MATH,16.6,C,True,SCH-001
STU-2026-0374,EXM-0026,SUB-MATH,20.4,A,True,SCH-001
STU-2026-0375,EXM-0026,SUB-MATH,21.8,A,True,SCH-001
STU-2026-0376,EXM-0026,SUB-MATH,20.5,A,True,SCH-001
STU-2026-0377,EXM-0026,SUB-MATH,18.0,B,True,SCH-001
STU-2026-0378,EXM-0026,SUB-MATH,10.2,F,True,SCH-001
STU-2026-0379,EXM-0026,SUB-MATH,19.3,B,True,SCH-001
STU-2026-0380,EXM-0026,SUB-MATH,14.7,D,True,SCH-001
STU-2026-0381,EXM-0026,SUB-MATH,22.4,A,True,SCH-001
STU-2026-0382,EXM-0026,SUB-MATH,19.0,B,True,SCH-001
STU-2026-0383,EXM-0026,SUB-MATH,18.4,B,True,SCH-001
STU-2026-0384,EXM-0026,SUB-MATH,21.9,A,True,SCH-001
STU-2026-0385,EXM-0026,SUB-MATH,19.2,B,True,SCH-001
STU-2026-0386,EXM-0026,SUB-MATH,12.9,D,True,SCH-001
STU-2026-0387,EXM-0026,SUB-MATH,11.9,F,True,SCH-001
STU-2026-0388,EXM-0026,SUB-MATH,15.8,C,True,SCH-001
STU-2026-0389,EXM-0026,SUB-MATH,22.9,A+,True,SCH-001
STU-2026-0390,EXM-0026,SUB-MATH,19.5,B,True,SCH-001
STU-2026-0391,EXM-0026,SUB-MATH,19.1,B,True,SCH-001
STU-2026-0392,EXM-0026,SUB-MATH,21.5,A,True,SCH-001
STU-2026-0393,EXM-0026,SUB-MATH,19.0,B,True,SCH-001
STU-2026-0394,EXM-0026,SUB-MATH,17.5,B,True,SCH-001
STU-2026-0395,EXM-0026,SUB-MATH,16.1,C,True,SCH-001
STU-2026-0396,EXM-0026,SUB-MATH,21.5,A,True,SCH-001
STU-2026-0331,EXM-0027,SUB-PHY,18.4,B,True,SCH-001
STU-2026-0332,EXM-0027,SUB-PHY,18.6,B,True,SCH-001
STU-2026-0333,EXM-0027,SUB-PHY,21.0,A,True,SCH-001
STU-2026-0334,EXM-0027,SUB-PHY,21.4,A,True,SCH-001
STU-2026-0335,EXM-0027,SUB-PHY,19.8,B,True,SCH-001
STU-2026-0336,EXM-0027,SUB-PHY,19.4,B,True,SCH-001
STU-2026-0337,EXM-0027,SUB-PHY,19.4,B,True,SCH-001
STU-2026-0338,EXM-0027,SUB-PHY,18.0,B,True,SCH-001
STU-2026-0339,EXM-0027,SUB-PHY,15.8,C,True,SCH-001
STU-2026-0340,EXM-0027,SUB-PHY,20.8,A,True,SCH-001
STU-2026-0341,EXM-0027,SUB-PHY,16.2,C,True,SCH-001
STU-2026-0342,EXM-0027,SUB-PHY,17.4,C,True,SCH-001
STU-2026-0343,EXM-0027,SUB-PHY,10.3,F,True,SCH-001
STU-2026-0344,EXM-0027,SUB-PHY,15.0,C,True,SCH-001
STU-2026-0345,EXM-0027,SUB-PHY,18.2,B,True,SCH-001
STU-2026-0346,EXM-0027,SUB-PHY,18.8,B,True,SCH-001
STU-2026-0347,EXM-0027,SUB-PHY,22.8,A+,True,SCH-001
STU-2026-0348,EXM-0027,SUB-PHY,20.0,A,True,SCH-001
STU-2026-0349,EXM-0027,SUB-PHY,18.5,B,True,SCH-001
STU-2026-0350,EXM-0027,SUB-PHY,17.1,C,True,SCH-001
STU-2026-0351,EXM-0027,SUB-PHY,20.3,A,True,SCH-001
STU-2026-0352,EXM-0027,SUB-PHY,19.4,B,True,SCH-001
STU-2026-0353,EXM-0027,SUB-PHY,18.1,B,True,SCH-001
STU-2026-0354,EXM-0027,SUB-PHY,20.7,A,True,SCH-001
STU-2026-0355,EXM-0027,SUB-PHY,10.6,F,True,SCH-001
STU-2026-0356,EXM-0027,SUB-PHY,21.5,A,True,SCH-001
STU-2026-0357,EXM-0027,SUB-PHY,17.2,C,True,SCH-001
STU-2026-0358,EXM-0027,SUB-PHY,18.7,B,True,SCH-001
STU-2026-0359,EXM-0027,SUB-PHY,18.7,B,True,SCH-001
STU-2026-0360,EXM-0027,SUB-PHY,20.6,A,True,SCH-001
STU-2026-0361,EXM-0027,SUB-PHY,16.5,C,True,SCH-001
STU-2026-0362,EXM-0027,SUB-PHY,17.3,C,True,SCH-001
STU-2026-0363,EXM-0027,SUB-PHY,19.4,B,True,SCH-001
STU-2026-0364,EXM-0027,SUB-PHY,15.2,C,True,SCH-001
STU-2026-0365,EXM-0027,SUB-PHY,23.8,A+,True,SCH-001
STU-2026-0366,EXM-0027,SUB-PHY,20.3,A,True,SCH-001
STU-2026-0367,EXM-0027,SUB-PHY,19.2,B,True,SCH-001
STU-2026-0368,EXM-0027,SUB-PHY,17.0,C,True,SCH-001
STU-2026-0369,EXM-0027,SUB-PHY,22.9,A+,True,SCH-001
STU-2026-0370,EXM-0027,SUB-PHY,20.8,A,True,SCH-001
STU-2026-0371,EXM-0027,SUB-PHY,18.0,B,True,SCH-001
STU-2026-0372,EXM-0027,SUB-PHY,17.1,C,True,SCH-001
STU-2026-0373,EXM-0027,SUB-PHY,18.2,B,True,SCH-001
STU-2026-0374,EXM-0027,SUB-PHY,21.2,A,True,SCH-001
STU-2026-0375,EXM-0027,SUB-PHY,16.4,C,True,SCH-001
STU-2026-0376,EXM-0027,SUB-PHY,20.7,A,True,SCH-001
STU-2026-0377,EXM-0027,SUB-PHY,16.8,C,True,SCH-001
STU-2026-0378,EXM-0027,SUB-PHY,8.2,F,False,SCH-001
STU-2026-0379,EXM-0027,SUB-PHY,19.9,B,True,SCH-001
STU-2026-0380,EXM-0027,SUB-PHY,18.3,B,True,SCH-001
STU-2026-0381,EXM-0027,SUB-PHY,23.6,A+,True,SCH-001
STU-2026-0382,EXM-0027,SUB-PHY,19.7,B,True,SCH-001
STU-2026-0383,EXM-0027,SUB-PHY,18.2,B,True,SCH-001
STU-2026-0384,EXM-0027,SUB-PHY,20.9,A,True,SCH-001
STU-2026-0385,EXM-0027,SUB-PHY,21.2,A,True,SCH-001
STU-2026-0386,EXM-0027,SUB-PHY,15.8,C,True,SCH-001
STU-2026-0387,EXM-0027,SUB-PHY,12.0,F,True,SCH-001
