assignmentId,classId,subjectId,teacherId,title,dueDate,maxMarks,schoolId
ASG-0262,CLS-10A,SUB-CHEM,TCH-003,Chemistry Assignment #7,2025-12-04,20,SCH-001
ASG-0263,CLS-10A,SUB-CHEM,TCH-003,Chemistry Assignment #8,2025-12-22,20,SCH-001
ASG-0264,CLS-10A,SUB-CHEM,TCH-003,Chemistry Assignment #9,2026-01-06,20,SCH-001
ASG-0265,CLS-10A,SUB-CHEM,TCH-003,Chemistry Assignment #10,2026-01-21,20,SCH-001
ASG-0266,CLS-10A,SUB-CHEM,TCH-003,Chemistry Assignment #11,2026-02-06,20,SCH-001
ASG-0267,CLS-10A,SUB-CHEM,TCH-003,Chemistry Assignment #12,2026-02-23,20,SCH-001
ASG-0268,CLS-10A,SUB-CHEM,TCH-003,Chemistry Assignment #13,2026-03-11,20,SCH-001
ASG-0269,CLS-10A,SUB-CHEM,TCH-003,Chemistry Assignment #14,2026-03-26,20,SCH-001
ASG-0270,CLS-10A,SUB-CHEM,TCH-003,Chemistry Assignment #15,2026-04-13,20,SCH-001
ASG-0271,CLS-10A,SUB-ENG,TCH-004,English Assignment #1,2025-09-01,20,SCH-001
ASG-0272,CLS-10A,SUB-ENG,TCH-004,English Assignment #2,2025-09-16,20,SCH-001
ASG-0273,CLS-10A,SUB-ENG,TCH-004,English Assignment #3,2025-10-01,20,SCH-001
ASG-0274,CLS-10A,SUB-ENG,TCH-004,English Assignment #4,2025-10-17,20,SCH-001
ASG-0275,CLS-10A,SUB-ENG,TCH-004,English Assignment #5,2025-11-03,20,SCH-001
ASG-0276,CLS-10A,SUB-ENG,TCH-004,English Assignment #6,2025-11-19,20,SCH-001
ASG-0277,CLS-10A,SUB-ENG,TCH-004,English Assignment #7,2025-12-04,20,SCH-001
ASG-0278,CLS-10A,SUB-ENG,TCH-004,English Assignment #8,2025-12-22,20,SCH-001
ASG-0279,CLS-10A,SUB-ENG,TCH-004,English Assignment #9,2026-01-06,20,SCH-001
ASG-0280,CLS-10A,SUB-ENG,TCH-004,English Assignment #10,2026-01-21,20,SCH-001
ASG-0281,CLS-10A,SUB-ENG,TCH-004,English Assignment #11,2026-02-06,20,SCH-001
ASG-0282,CLS-10A,SUB-ENG,TCH-004,English Assignment #12,2026-02-23,20,SCH-001
ASG-0283,CLS-10A,SUB-ENG,TCH-004,English Assignment #13,2026-03-11,20,SCH-001
ASG-0284,CLS-10A,SUB-ENG,TCH-004,English Assignment #14,2026-03-26,20,SCH-001
ASG-0285,CLS-10A,SUB-ENG,TCH-004,English Assignment #15,2026-04-13,20,SCH-001
ASG-0286,CLS-10A,SUB-HIST,TCH-005,History Assignment #1,2025-09-01,20,SCH-001
ASG-0287,CLS-10A,SUB-HIST,TCH-005,History Assignment #2,2025-09-16,20,SCH-001
ASG-0288,CLS-10A,SUB-HIST,TCH-005,History Assignment #3,2025-10-01,20,SCH-001
ASG-0289,CLS-10A,SUB-HIST,TCH-005,History Assignment #4,2025-10-17,20,SCH-001
ASG-0290,CLS-10A,SUB-HIST,TCH-005,History Assignment #5,2025-11-03,20,SCH-001
ASG-0291,CLS-10A,SUB-HIST,TCH-005,History Assignment #6,2025-11-19,20,SCH-001
ASG-0292,CLS-10A,SUB-HIST,TCH-005,History Assignment #7,2025-12-04,20,SCH-001
ASG-0293,CLS-10A,SUB-HIST,TCH-005,History Assignment #8,2025-12-22,20,SCH-001
ASG-0294,CLS-10A,SUB-HIST,TCH-005,History Assignment #9,2026-01-06,20,SCH-001
ASG-0295,CLS-10A,SUB-HIST,TCH-005,History Assignment #10,2026-01-21,20,SCH-001
ASG-0296,CLS-10A,SUB-HIST,TCH-005,History Assignment #11,2026-02-06,20,SCH-001
ASG-0297,CLS-10A,SUB-HIST,TCH-005,History Assignment #12,2026-02-23,20,SCH-001
ASG-0298,CLS-10A,SUB-HIST,TCH-005,History Assignment #13,2026-03-11,20,SCH-001
ASG-0299,CLS-10A,SUB-HIST,TCH-005,History Assignment #14,2026-03-26,20,SCH-001
ASG-0300,CLS-10A,SUB-HIST,TCH-005,History Assignment #15,2026-04-13,20,SCH-001
ASG-0301,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #1,2025-09-01,20,SCH-001
ASG-0302,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #2,2025-09-16,20,SCH-001
ASG-0303,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #3,2025-10-01,20,SCH-001
ASG-0304,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #4,2025-10-17,20,SCH-001
ASG-0305,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #5,2025-11-03,20,SCH-001
ASG-0306,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #6,2025-11-19,20,SCH-001
ASG-0307,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #7,2025-12-04,20,SCH-001
ASG-0308,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #8,2025-12-22,20,SCH-001
ASG-0309,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #9,2026-01-06,20,SCH-001
ASG-0310,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #10,2026-01-21,20,SCH-001
ASG-0311,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #11,2026-02-06,20,SCH-001
ASG-0312,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #12,2026-02-23,20,SCH-001
ASG-0313,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #13,2026-03-11,20,SCH-001
ASG-0314,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #14,2026-03-26,20,SCH-001
ASG-0315,CLS-10B,SUB-MATH,TCH-001,Mathematics Assignment #15,2026-04-13,20,SCH-001
ASG-0316,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #1,2025-09-01,20,SCH-001
ASG-0317,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #2,2025-09-16,20,SCH-001
ASG-0318,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #3,2025-10-01,20,SCH-001
ASG-0319,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #4,2025-10-17,20,SCH-001
ASG-0320,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #5,2025-11-03,20,SCH-001
ASG-0321,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #6,2025-11-19,20,SCH-001
ASG-0322,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #7,2025-12-04,20,SCH-001
ASG-0323,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #8,2025-12-22,20,SCH-001
ASG-0324,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #9,2026-01-06,20,SCH-001
ASG-0325,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #10,2026-01-21,20,SCH-001
ASG-0326,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #11,2026-02-06,20,SCH-001
ASG-0327,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #12,2026-02-23,20,SCH-001
ASG-0328,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #13,2026-03-11,20,SCH-001
ASG-0329,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #14,2026-03-26,20,SCH-001
ASG-0330,CLS-10B,SUB-PHY,TCH-002,Physics Assignment #15,2026-04-13,20,SCH-001
ASG-0331,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #1,2025-09-01,20,SCH-001
ASG-0332,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #2,2025-09-16,20,SCH-001
ASG-0333,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #3,2025-10-01,20,SCH-001
ASG-0334,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #4,2025-10-17,20,SCH-001
ASG-0335,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #5,2025-11-03,20,SCH-001
ASG-0336,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #6,2025-11-19,20,SCH-001
ASG-0337,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #7,2025-12-04,20,SCH-001
ASG-0338,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #8,2025-12-22,20,SCH-001
ASG-0339,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #9,2026-01-06,20,SCH-001
ASG-0340,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #10,2026-01-21,20,SCH-001
ASG-0341,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #11,2026-02-06,20,SCH-001
ASG-0342,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #12,2026-02-23,20,SCH-001
ASG-0343,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #13,2026-03-11,20,SCH-001
ASG-0344,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #14,2026-03-26,20,SCH-001
ASG-0345,CLS-10B,SUB-CHEM,TCH-003,Chemistry Assignment #15,2026-04-13,20,SCH-001
ASG-0346,CLS-10B,SUB-ENG,TCH-004,English Assignment #1,2025-09-01,20,SCH-001
ASG-0347,CLS-10B,SUB-ENG,TCH-004,English Assignment #2,2025-09-16,20,SCH-001
ASG-0348,CLS-10B,SUB-ENG,TCH-004,English Assignment #3,2025-10-01,20,SCH-001
ASG-0349,CLS-10B,SUB-ENG,TCH-004,English Assignment #4,2025-10-17,20,SCH-001
ASG-0350,CLS-10B,SUB-ENG,TCH-004,English Assignment #5,2025-11-03,20,SCH-001
ASG-0351,CLS-10B,SUB-ENG,TCH-004,English Assignment #6,2025-11-19,20,SCH-001
ASG-0352,CLS-10B,SUB-ENG,TCH-004,English Assignment #7,2025-12-04,20,SCH-001
ASG-0353,CLS-10B,SUB-ENG,TCH-004,English Assignment #8,2025-12-22,20,SCH-001
ASG-0354,CLS-10B,SUB-ENG,TCH-004,English Assignment #9,2026-01-06,20,SCH-001
ASG-0355,CLS-10B,SUB-ENG,TCH-004,English Assignment #10,2026-01-21,20,SCH-001
ASG-0356,CLS-10B,SUB-ENG,TCH-004,English Assignment #11,2026-02-06,20,SCH-001
ASG-0357,CLS-10B,SUB-ENG,TCH-004,English Assignment #12,2026-02-23,20,SCH-001
ASG-0358,CLS-10B,SUB-ENG,TCH-004,English Assignment #13,2026-03-11,20,SCH-001
ASG-0359,CLS-10B,SUB-ENG,TCH-004,English Assignment #14,2026-03-26,20,SCH-001
ASG-0360,CLS-10B,SUB-ENG,TCH-004,English Assignment #15,2026-04-13,20,SCH-001
ASG-0361,CLS-10B,SUB-HIST,TCH-005,History Assignment #1,2025-09-01,20,SCH-001
ASG-0362,CLS-10B,SUB-HIST,TCH-005,History Assignment #2,2025-09-16,20,SCH-001
ASG-0363,CLS-10B,SUB-HIST,TCH-005,History Assignment #3,2025-10-01,20,SCH-001
ASG-0364,CLS-10B,SUB-HIST,TCH-005,History Assignment #4,2025-10-17,20,SCH-001
ASG-0365,CLS-10B,SUB-HIST,TCH-005,History Assignment #5,2025-11-03,20,SCH-001
ASG-0366,CLS-10B,SUB-HIST,TCH-005,History Assignment #6,2025-11-19,20,SCH-001
ASG-0367,CLS-10B,SUB-HIST,TCH-005,History Assignment #7,2025-12-04,20,SCH-001
ASG-0368,CLS-10B,SUB-HIST,TCH-005,History Assignment #8,2025-12-22,20,SCH-001
ASG-0369,CLS-10B,SUB-HIST,TCH-005,History Assignment #9,2026-01-06,20,SCH-001
ASG-0370,CLS-10B,SUB-HIST,TCH-005,History Assignment #10,2026-01-21,20,SCH-001
ASG-0371,CLS-10B,SUB-HIST,TCH-005,History Assignment #11,2026-02-06,20,SCH-001
ASG-0372,CLS-10B,SUB-HIST,TCH-005,History Assignment #12,2026-02-23,20,SCH-001
ASG-0373,CLS-10B,SUB-HIST,TCH-005,History Assignment #13,2026-03-11,20,SCH-001
ASG-0374,CLS-10B,SUB-HIST,TCH-005,History Assignment #14,2026-03-26,20,SCH-001
ASG-0375,CLS-10B,SUB-HIST,TCH-005,History Assignment #15,2026-04-13,20,SCH-001
ASG-0376,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #1,2025-09-01,20,SCH-001
ASG-0377,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #2,2025-09-16,20,SCH-001
ASG-0378,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #3,2025-10-01,20,SCH-001
ASG-0379,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #4,2025-10-17,20,SCH-001
ASG-0380,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #5,2025-11-03,20,SCH-001
ASG-0381,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #6,2025-11-19,20,SCH-001
ASG-0382,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #7,2025-12-04,20,SCH-001
ASG-0383,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #8,2025-12-22,20,SCH-001
ASG-0384,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #9,2026-01-06,20,SCH-001
ASG-0385,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #10,2026-01-21,20,SCH-001
ASG-0386,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #11,2026-02-06,20,SCH-001
ASG-0387,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #12,2026-02-23,20,SCH-001
ASG-0388,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #13,2026-03-11,20,SCH-001
ASG-0389,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #14,2026-03-26,20,SCH-001
ASG-0390,CLS-10C,SUB-MATH,TCH-001,Mathematics Assignment #15,2026-04-13,20,SCH-001
ASG-0391,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #1,2025-09-01,20,SCH-001
ASG-0392,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #2,2025-09-16,20,SCH-001
ASG-0393,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #3,2025-10-01,20,SCH-001
ASG-0394,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #4,2025-10-17,20,SCH-001
ASG-0395,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #5,2025-11-03,20,SCH-001
ASG-0396,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #6,2025-11-19,20,SCH-001
ASG-0397,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #7,2025-12-04,20,SCH-001
ASG-0398,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #8,2025-12-22,20,SCH-001
ASG-0399,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #9,2026-01-06,20,SCH-001
ASG-0400,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #10,2026-01-21,20,SCH-001
ASG-0401,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #11,2026-02-06,20,SCH-001
ASG-0402,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #12,2026-02-23,20,SCH-001
ASG-0403,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #13,2026-03-11,20,SCH-001
ASG-0404,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #14,2026-03-26,20,SCH-001
ASG-0405,CLS-10C,SUB-PHY,TCH-002,Physics Assignment #15,2026-04-13,20,SCH-001
ASG-0406,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #1,2025-09-01,20,SCH-001
ASG-0407,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #2,2025-09-16,20,SCH-001
ASG-0408,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #3,2025-10-01,20,SCH-001
ASG-0409,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #4,2025-10-17,20,SCH-001
ASG-0410,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #5,2025-11-03,20,SCH-001
ASG-0411,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #6,2025-11-19,20,SCH-001
ASG-0412,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #7,2025-12-04,20,SCH-001
ASG-0413,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #8,2025-12-22,20,SCH-001
ASG-0414,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #9,2026-01-06,20,SCH-001
ASG-0415,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #10,2026-01-21,20,SCH-001
ASG-0416,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #11,2026-02-06,20,SCH-001
ASG-0417,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #12,2026-02-23,20,SCH-001
ASG-0418,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #13,2026-03-11,20,SCH-001
ASG-0419,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #14,2026-03-26,20,SCH-001
ASG-0420,CLS-10C,SUB-CHEM,TCH-003,Chemistry Assignment #15,2026-04-13,20,SCH-001
ASG-0421,CLS-10C,SUB-ENG,TCH-004,English Assignment #1,2025-09-01,20,SCH-001
ASG-0422,CLS-10C,SUB-ENG,TCH-004,English Assignment #2,2025-09-16,20,SCH-001
ASG-0423,CLS-10C,SUB-ENG,TCH-004,English Assignment #3,2025-10-01,20,SCH-001
ASG-0424,CLS-10C,SUB-ENG,TCH-004,English Assignment #4,2025-10-17,20,SCH-001
ASG-0425,CLS-10C,SUB-ENG,TCH-004,English Assignment #5,2025-11-03,20,SCH-001
ASG-0426,CLS-10C,SUB-ENG,TCH-004,English Assignment #6,2025-11-19,20,SCH-001
ASG-0427,CLS-10C,SUB-ENG,TCH-004,English Assignment #7,2025-12-04,20,SCH-001
ASG-0428,CLS-10C,SUB-ENG,TCH-004,English Assignment #8,2025-12-22,20,SCH-001
ASG-0429,CLS-10C,SUB-ENG,TCH-004,English Assignment #9,2026-01-06,20,SCH-001
ASG-0430,CLS-10C,SUB-ENG,TCH-004,English Assignment #10,2026-01-21,20,SCH-001
ASG-0431,CLS-10C,SUB-ENG,TCH-004,English Assignment #11,2026-02-06,20,SCH-001
ASG-0432,CLS-10C,SUB-ENG,TCH-004,English Assignment #12,2026-02-23,20,SCH-001
ASG-0433,CLS-10C,SUB-ENG,TCH-004,English Assignment #13,2026-03-11,20,SCH-001
ASG-0434,CLS-10C,SUB-ENG,TCH-004,English Assignment #14,2026-03-26,20,SCH-001
ASG-0435,CLS-10C,SUB-ENG,TCH-004,English Assignment #15,2026-04-13,20,SCH-001
ASG-0436,CLS-10C,SUB-HIST,TCH-005,History Assignment #1,2025-09-01,20,SCH-001
ASG-0437,CLS-10C,SUB-HIST,TCH-005,History Assignment #2,2025-09-16,20,SCH-001
ASG-0438,CLS-10C,SUB-HIST,TCH-005,History Assignment #3,2025-10-01,20,SCH-001
ASG-0439,CLS-10C,SUB-HIST,TCH-005,History Assignment #4,2025-10-17,20,SCH-001
ASG-0440,CLS-10C,SUB-HIST,TCH-005,History Assignment #5,2025-11-03,20,SCH-001
ASG-0441,CLS-10C,SUB-HIST,TCH-005,History Assignment #6,2025-11-19,20,SCH-001
ASG-0442,CLS-10C,SUB-HIST,TCH-005,History Assignment #7,2025-12-04,20,SCH-001
ASG-0443,CLS-10C,SUB-HIST,TCH-005,History Assignment #8,2025-12-22,20,SCH-001
ASG-0444,CLS-10C,SUB-HIST,TCH-005,History Assignment #9,2026-01-06,20,SCH-001
ASG-0445,CLS-10C,SUB-HIST,TCH-005,History Assignment #10,2026-01-21,20,SCH-001
ASG-0446,CLS-10C,SUB-HIST,TCH-005,History Assignment #11,2026-02-06,20,SCH-001
ASG-0447,CLS-10C,SUB-HIST,TCH-005,History Assignment #12,2026-02-23,20,SCH-001
ASG-0448,CLS-10C,SUB-HIST,TCH-005,History Assignment #13,2026-03-11,20,SCH-001
ASG-0449,CLS-10C,SUB-HIST,TCH-005,History Assignment #14,2026-03-26,20,SCH-001
ASG-0450,CLS-10C,SUB-HIST,TCH-005,History Assignment #15,2026-04-13,20,SCH-001
ASG-0451,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #1,2025-09-01,20,SCH-001
ASG-0452,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #2,2025-09-16,20,SCH-001
ASG-0453,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #3,2025-10-01,20,SCH-001
ASG-0454,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #4,2025-10-17,20,SCH-001
ASG-0455,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #5,2025-11-03,20,SCH-001
ASG-0456,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #6,2025-11-19,20,SCH-001
ASG-0457,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #7,2025-12-04,20,SCH-001
ASG-0458,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #8,2025-12-22,20,SCH-001
ASG-0459,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #9,2026-01-06,20,SCH-001
ASG-0460,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #10,2026-01-21,20,SCH-001
ASG-0461,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #11,2026-02-06,20,SCH-001
ASG-0462,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #12,2026-02-23,20,SCH-001
ASG-0463,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #13,2026-03-11,20,SCH-001
ASG-0464,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #14,2026-03-26,20,SCH-001
ASG-0465,CLS-11A,SUB-MATH,TCH-001,Mathematics Assignment #15,2026-04-13,20,SCH-001
ASG-0466,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #1,2025-09-01,20,SCH-001
ASG-0467,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #2,2025-09-16,20,SCH-001
ASG-0468,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #3,2025-10-01,20,SCH-001
ASG-0469,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #4,2025-10-17,20,SCH-001
ASG-0470,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #5,2025-11-03,20,SCH-001
ASG-0471,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #6,2025-11-19,20,SCH-001
ASG-0472,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #7,2025-12-04,20,SCH-001
ASG-0473,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #8,2025-12-22,20,SCH-001
ASG-0474,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #9,2026-01-06,20,SCH-001
ASG-0475,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #10,2026-01-21,20,SCH-001
ASG-0476,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #11,2026-02-06,20,SCH-001
ASG-0477,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #12,2026-02-23,20,SCH-001
ASG-0478,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #13,2026-03-11,20,SCH-001
ASG-0479,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #14,2026-03-26,20,SCH-001
ASG-0480,CLS-11A,SUB-PHY,TCH-002,Physics Assignment #15,2026-04-13,20,SCH-001
ASG-0481,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #1,2025-09-01,20,SCH-001
ASG-0482,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #2,2025-09-16,20,SCH-001
ASG-0483,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #3,2025-10-01,20,SCH-001
ASG-0484,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #4,2025-10-17,20,SCH-001
ASG-0485,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #5,2025-11-03,20,SCH-001
ASG-0486,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #6,2025-11-19,20,SCH-001
ASG-0487,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #7,2025-12-04,20,SCH-001
ASG-0488,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #8,2025-12-22,20,SCH-001
ASG-0489,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #9,2026-01-06,20,SCH-001
ASG-0490,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #10,2026-01-21,20,SCH-001
ASG-0491,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #11,2026-02-06,20,SCH-001
ASG-0492,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #12,2026-02-23,20,SCH-001
ASG-0493,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #13,2026-03-11,20,SCH-001
ASG-0494,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #14,2026-03-26,20,SCH-001
ASG-0495,CLS-11A,SUB-CHEM,TCH-003,Chemistry Assignment #15,2026-04-13,20,SCH-001
ASG-0496,CLS-11A,SUB-ENG,TCH-004,English Assignment #1,2025-09-01,20,SCH-001
ASG-0497,CLS-11A,SUB-ENG,TCH-004,English Assignment #2,2025-09-16,20,SCH-001
ASG-0498,CLS-11A,SUB-ENG,TCH-004,English Assignment #3,2025-10-01,20,SCH-001
ASG-0499,CLS-11A,SUB-ENG,TCH-004,English Assignment #4,2025-10-17,20,SCH-001
ASG-0500,CLS-11A,SUB-ENG,TCH-004,English Assignment #5,2025-11-03,20,SCH-001
ASG-0501,CLS-11A,SUB-ENG,TCH-004,English Assignment #6,2025-11-19,20,SCH-001
ASG-0502,CLS-11A,SUB-ENG,TCH-004,English Assignment #7,2025-12-04,20,SCH-001
ASG-0503,CLS-11A,SUB-ENG,TCH-004,English Assignment #8,2025-12-22,20,SCH-001
ASG-0504,CLS-11A,SUB-ENG,TCH-004,English Assignment #9,2026-01-06,20,SCH-001
ASG-0505,CLS-11A,SUB-ENG,TCH-004,English Assignment #10,2026-01-21,20,SCH-001
ASG-0506,CLS-11A,SUB-ENG,TCH-004,English Assignment #11,2026-02-06,20,SCH-001
ASG-0507,CLS-11A,SUB-ENG,TCH-004,English Assignment #12,2026-02-23,20,SCH-001
ASG-0508,CLS-11A,SUB-ENG,TCH-004,English Assignment #13,2026-03-11,20,SCH-001
ASG-0509,CLS-11A,SUB-ENG,TCH-004,English Assignment #14,2026-03-26,20,SCH-001
ASG-0510,CLS-11A,SUB-ENG,TCH-004,English Assignment #15,2026-04-13,20,SCH-001
ASG-0511,CLS-11A,SUB-HIST,TCH-005,History Assignment #1,2025-09-01,20,SCH-001
ASG-0512,CLS-11A,SUB-HIST,TCH-005,History Assignment #2,2025-09-16,20,SCH-001
ASG-0513,CLS-11A,SUB-HIST,TCH-005,History Assignment #3,2025-10-01,20,SCH-001
ASG-0514,CLS-11A,SUB-HIST,TCH-005,History Assignment #4,2025-10-17,20,SCH-001
ASG-0515,CLS-11A,SUB-HIST,TCH-005,History Assignment #5,2025-11-03,20,SCH-001
ASG-0516,CLS-11A,SUB-HIST,TCH-005,History Assignment #6,2025-11-19,20,SCH-001
ASG-0517,CLS-11A,SUB-HIST,TCH-005,History Assignment #7,2025-12-04,20,SCH-001
ASG-0518,CLS-11A,SUB-HIST,TCH-005,History Assignment #8,2025-12-22,20,SCH-001
ASG-0519,CLS-11A,SUB-HIST,TCH-005,History Assignment #9,2026-01-06,20,SCH-001
ASG-0520,CLS-11A,SUB-HIST,TCH-005,History Assignment #10,2026-01-21,20,SCH-001
ASG-0521,CLS-11A,SUB-HIST,TCH-005,History Assignment #11,2026-02-06,20,SCH-001
ASG-0522,CLS-11A,SUB-HIST,TCH-005,History Assignment #12,2026-02-23,20,SCH-001
ASG-0523,CLS-11A,SUB-HIST,TCH-005,History Assignment #13,2026-03-11,20,SCH-001
ASG-0524,CLS-11A,SUB-HIST,TCH-005,History Assignment #14,2026-03-26,20,SCH-001
