busId,timestamp,latitude,longitude,speed,heading,eventType,deviation_meters,is_anomaly,anomaly_type
BUS-003,2025-11-10T10:26:00Z,28.550604,77.429141,0.0,111.6,stop,5.8,0,normal
BUS-003,2025-11-10T10:27:00Z,28.551708,77.428673,5.5,113.1,location,9.2,0,normal
BUS-003,2025-11-10T10:28:00Z,28.55269,77.428287,0.0,114.7,stop,2.9,0,normal
BUS-003,2025-11-10T10:29:00Z,28.55366,77.427828,0.0,116.2,stop,12.1,0,normal
BUS-003,2025-11-10T10:30:00Z,28.554538,77.42739,0.0,117.7,stop,0.3,0,normal
BUS-003,2025-11-10T10:31:00Z,28.555447,77.426831,0.0,119.2,stop,9.9,0,normal
BUS-003,2025-11-10T10:32:00Z,28.556382,77.426314,0.0,120.7,stop,1.2,0,normal
BUS-003,2025-11-10T10:33:00Z,28.557292,77.425785,0.0,122.2,stop,7.6,0,normal
BUS-003,2025-11-10T10:34:00Z,28.55817,77.425208,0.0,123.7,stop,3.8,0,normal
BUS-003,2025-11-10T10:35:00Z,28.559047,77.424518,0.0,125.2,stop,5.5,0,normal
BUS-003,2025-11-10T10:36:00Z,28.559961,77.423904,0.0,126.7,stop,13.0,0,normal
BUS-003,2025-11-10T10:37:00Z,28.560828,77.423258,0.0,128.2,stop,14.6,0,normal
BUS-003,2025-11-10T10:38:00Z,28.561627,77.422543,0.0,129.7,stop,8.0,0,normal
BUS-003,2025-11-10T10:39:00Z,28.562473,77.421917,0.0,131.2,stop,9.1,0,normal
BUS-003,2025-11-10T10:40:00Z,28.563272,77.421103,0.0,132.7,stop,3.2,0,normal
BUS-003,2025-11-10T10:41:00Z,28.563979,77.420437,0.0,134.2,stop,1.1,0,normal
BUS-003,2025-11-10T10:42:00Z,28.564928,77.419633,0.0,135.7,stop,7.9,0,normal
BUS-003,2025-11-10T10:43:00Z,28.565645,77.418755,0.0,137.2,stop,12.4,0,normal
BUS-003,2025-11-10T10:44:00Z,28.566387,77.417958,0.0,138.7,stop,4.0,0,normal
BUS-003,2025-11-10T10:45:00Z,28.567024,77.417205,0.0,140.2,stop,13.0,0,normal
BUS-003,2025-11-10T10:46:00Z,28.56769,77.416346,0.0,141.7,stop,11.5,0,normal
BUS-003,2025-11-10T10:47:00Z,28.568349,77.415573,0.0,143.2,stop,7.9,0,normal
BUS-003,2025-11-10T10:48:00Z,28.569082,77.414631,0.0,144.7,stop,10.9,0,normal
BUS-003,2025-11-10T10:49:00Z,28.569572,77.413804,0.0,146.2,stop,6.1,0,normal
BUS-003,2025-11-10T10:50:00Z,28.570203,77.412849,0.0,147.7,stop,7.3,0,normal
BUS-003,2025-11-10T10:51:00Z,28.570709,77.411866,0.0,149.2,stop,5.7,0,normal
BUS-003,2025-11-10T10:52:00Z,28.571242,77.411031,0.0,150.7,stop,11.2,0,normal
BUS-003,2025-11-10T10:53:00Z,28.571784,77.410134,0.0,152.2,stop,9.5,0,normal
BUS-003,2025-11-10T10:54:00Z,28.572295,77.409124,0.0,153.7,stop,10.0,0,normal
BUS-003,2025-11-10T10:55:00Z,28.572784,77.40821,6.9,155.2,location,4.0,0,normal
BUS-003,2025-11-10T10:56:00Z,28.573145,77.407194,0.0,156.7,stop,7.0,0,normal
BUS-003,2025-11-10T10:57:00Z,28.573577,77.406165,0.0,158.2,stop,2.7,0,normal
BUS-003,2025-11-10T10:58:00Z,28.573952,77.405164,0.0,159.7,stop,10.7,0,normal
BUS-003,2025-11-10T10:59:00Z,28.57429,77.404232,11.6,161.2,location,2.4,0,normal
BUS-003,2025-11-10T11:00:00Z,28.574652,77.403129,0.0,162.8,stop,14.2,0,normal
BUS-003,2025-11-10T11:01:00Z,28.575006,77.402204,0.0,164.3,stop,6.8,0,normal
BUS-003,2025-11-10T11:02:00Z,28.575163,77.401072,0.0,165.8,stop,8.4,0,normal
BUS-003,2025-11-10T11:03:00Z,28.575456,77.400011,0.0,167.3,stop,4.8,0,normal
BUS-003,2025-11-10T11:04:00Z,28.575614,77.399068,10.0,168.8,location,8.1,0,normal
BUS-003,2025-11-10T11:05:00Z,28.575934,77.397989,0.0,170.3,stop,4.0,0,normal
BUS-003,2025-11-10T11:06:00Z,28.576112,77.396831,0.0,171.8,stop,9.5,0,normal
BUS-003,2025-11-10T11:07:00Z,28.576255,77.39582,0.0,173.3,stop,6.3,0,normal
BUS-003,2025-11-10T11:08:00Z,28.576278,77.3947,0.0,174.8,stop,3.2,0,normal
BUS-003,2025-11-10T11:09:00Z,28.576443,77.393675,0.0,176.3,stop,11.1,0,normal
BUS-003,2025-11-10T11:10:00Z,28.576475,77.392607,0.0,177.8,stop,10.9,0,normal
BUS-003,2025-11-10T11:11:00Z,28.576403,77.391512,6.3,179.3,location,9.0,0,normal
BUS-003,2025-11-10T11:12:00Z,28.576489,77.390496,0.0,180.8,stop,15.7,0,normal
BUS-003,2025-11-10T11:13:00Z,28.576449,77.38931,0.0,182.3,stop,9.8,0,normal
BUS-003,2025-11-10T11:14:00Z,28.57639,77.388368,0.0,183.8,stop,11.8,0,normal
BUS-003,2025-11-10T11:15:00Z,28.576314,77.387283,0.0,185.3,stop,10.3,0,normal
BUS-003,2025-11-10T11:16:00Z,28.576224,77.386082,0.0,186.8,stop,0.9,0,normal
BUS-003,2025-11-10T11:17:00Z,28.576096,77.385066,0.0,188.3,stop,5.7,0,normal
BUS-003,2025-11-10T11:18:00Z,28.57596,77.383925,0.0,189.8,stop,12.5,0,normal
BUS-003,2025-11-10T11:19:00Z,28.575643,77.382988,0.0,191.3,stop,4.9,0,normal
BUS-003,2025-11-10T11:20:00Z,28.57544,77.381957,0.0,192.8,stop,4.3,0,normal
BUS-003,2025-11-10T11:21:00Z,28.575213,77.380818,0.0,194.3,stop,10.0,0,normal
BUS-003,2025-11-10T11:22:00Z,28.575035,77.379872,0.0,195.8,stop,8.7,0,normal
BUS-003,2025-11-10T11:23:00Z,28.574618,77.378795,0.0,197.3,stop,2.1,0,normal
BUS-003,2025-11-10T11:24:00Z,28.57435,77.3777,0.0,198.8,stop,6.7,0,normal
BUS-003,2025-11-10T11:25:00Z,28.57404,77.376812,0.0,200.3,stop,2.1,0,normal
BUS-003,2025-11-10T11:26:00Z,28.573564,77.375632,7.7,201.8,location,7.1,0,normal
BUS-003,2025-11-10T11:27:00Z,28.573248,77.374699,0.0,203.3,stop,5.0,0,normal
BUS-003,2025-11-10T11:28:00Z,28.572736,77.37381,0.0,204.8,stop,10.2,0,normal
BUS-003,2025-11-10T11:29:00Z,28.572222,77.372791,0.0,206.3,stop,14.9,0,normal
BUS-003,2025-11-10T11:30:00Z,28.571776,77.371887,0.0,207.8,stop,9.9,0,normal
BUS-003,2025-11-10T11:31:00Z,28.57119,77.370914,0.0,209.3,stop,10.1,0,normal
BUS-003,2025-11-10T11:32:00Z,28.570581,77.369984,0.0,210.9,stop,4.8,0,normal
BUS-003,2025-11-10T11:33:00Z,28.570163,77.369041,0.0,212.4,stop,18.0,0,normal
BUS-003,2025-11-10T11:34:00Z,28.569615,77.368092,0.0,213.9,stop,14.6,0,normal
BUS-003,2025-11-10T11:35:00Z,28.568865,77.367272,7.3,215.4,location,10.0,0,normal
BUS-003,2025-11-10T11:36:00Z,28.568357,77.366375,0.0,216.9,stop,0.4,0,normal
BUS-003,2025-11-10T11:37:00Z,28.567678,77.365555,0.0,218.4,stop,1.8,0,normal
BUS-003,2025-11-10T11:38:00Z,28.566927,77.364748,0.0,219.9,stop,1.2,0,normal
BUS-003,2025-11-10T11:39:00Z,28.566258,77.363932,10.5,221.4,location,4.5,0,normal
BUS-003,2025-11-10T11:40:00Z,28.565517,77.363105,8.4,222.9,location,8.3,0,normal
BUS-003,2025-11-10T11:41:00Z,28.564765,77.362383,0.0,224.4,stop,7.2,0,normal
BUS-003,2025-11-10T11:42:00Z,28.563984,77.361528,0.0,225.9,stop,7.5,0,normal
BUS-003,2025-11-10T11:43:00Z,28.563217,77.360905,0.0,227.4,stop,3.3,0,normal
BUS-003,2025-11-10T11:44:00Z,28.562513,77.360048,0.0,228.9,stop,1.4,0,normal
BUS-003,2025-11-10T11:45:00Z,28.561605,77.359406,0.0,230.4,stop,8.4,0,normal
BUS-003,2025-11-10T11:46:00Z,28.560796,77.358732,9.2,231.9,location,6.6,0,normal
BUS-003,2025-11-10T11:47:00Z,28.559897,77.357991,0.0,233.4,stop,3.4,0,normal
BUS-003,2025-11-10T11:48:00Z,28.559035,77.357426,0.0,234.9,stop,7.1,0,normal
BUS-003,2025-11-10T11:49:00Z,28.558184,77.356789,0.0,236.4,stop,4.3,0,normal
BUS-003,2025-11-10T11:50:00Z,28.557233,77.356338,0.0,237.9,stop,7.8,0,normal
BUS-003,2025-11-10T11:51:00Z,28.556409,77.355745,0.0,239.4,stop,9.7,0,normal
BUS-003,2025-11-10T11:52:00Z,28.555427,77.35519,0.0,240.9,stop,12.3,0,normal
BUS-003,2025-11-10T11:53:00Z,28.554438,77.354686,0.0,242.4,stop,10.6,0,normal
BUS-003,2025-11-10T11:54:00Z,28.553653,77.354172,0.0,243.9,stop,1.2,0,normal
BUS-003,2025-11-10T11:55:00Z,28.552571,77.353737,0.0,245.4,stop,6.5,0,normal
BUS-003,2025-11-10T11:56:00Z,28.551597,77.353277,0.0,246.9,stop,8.6,0,normal
BUS-003,2025-11-10T11:57:00Z,28.5505,77.3529,0.0,248.4,stop,7.9,0,normal
BUS-003,2025-11-10T11:58:00Z,28.549576,77.352461,8.5,249.9,location,8.5,0,normal
BUS-003,2025-11-10T11:59:00Z,28.548469,77.352227,0.0,251.4,stop,7.9,0,normal
BUS-003,2025-11-10T12:00:00Z,28.547535,77.351749,0.0,252.9,stop,8.9,0,normal
BUS-003,2025-11-10T12:01:00Z,28.546567,77.351395,0.0,254.4,stop,11.9,0,normal
BUS-003,2025-11-10T12:02:00Z,28.545465,77.351175,0.0,255.9,stop,8.6,0,normal
BUS-003,2025-11-10T12:03:00Z,28.544429,77.351105,0.0,257.4,stop,5.3,0,normal
BUS-003,2025-11-10T12:04:00Z,28.543333,77.350762,0.0,259.0,stop,3.0,0,normal
BUS-003,2025-11-10T12:05:00Z,28.542292,77.350648,0.0,260.5,stop,12.8,0,normal
BUS-003,2025-11-10T12:06:00Z,28.541195,77.350347,0.0,262.0,stop,9.5,0,normal
BUS-003,2025-11-10T12:07:00Z,28.540261,77.350236,0.0,263.5,stop,13.8,0,normal
BUS-003,2025-11-10T12:08:00Z,28.539103,77.350207,0.0,265.0,stop,12.0,0,normal
BUS-003,2025-11-10T12:09:00Z,28.538027,77.350098,0.0,266.5,stop,2.3,0,normal
BUS-003,2025-11-10T12:10:00Z,28.536974,77.349998,0.0,268.0,stop,4.0,0,normal
BUS-003,2025-11-10T12:11:00Z,28.535865,77.350002,0.0,269.5,stop,12.1,0,normal
BUS-003,2025-11-10T12:12:00Z,28.534724,77.350056,0.0,271.0,stop,9.9,0,normal
BUS-003,2025-11-10T12:13:00Z,28.533719,77.350008,0.0,272.5,stop,4.1,0,normal
BUS-003,2025-11-10T12:14:00Z,28.532624,77.350021,0.0,274.0,stop,7.6,0,normal
BUS-003,2025-11-10T12:15:00Z,28.531476,77.350145,0.0,275.5,stop,5.4,0,normal
BUS-003,2025-11-10T12:16:00Z,28.530503,77.350256,0.0,277.0,stop,4.1,0,normal
BUS-003,2025-11-10T12:17:00Z,28.529423,77.350465,0.0,278.5,stop,7.7,0,normal
BUS-003,2025-11-10T12:18:00Z,28.528354,77.350605,0.0,280.0,stop,9.9,0,normal
BUS-003,2025-11-10T12:19:00Z,28.527313,77.35085,0.0,281.5,stop,1.2,0,normal
BUS-003,2025-11-10T12:20:00Z,28.526185,77.351085,0.0,283.0,stop,3.1,0,normal
BUS-003,2025-11-10T12:21:00Z,28.525189,77.351308,0.0,284.5,stop,8.5,0,normal
BUS-003,2025-11-10T12:22:00Z,28.524183,77.35152,0.0,286.0,stop,3.9,0,normal
BUS-003,2025-11-10T12:23:00Z,28.523145,77.351817,0.0,287.5,stop,3.3,0,normal
BUS-003,2025-11-10T12:24:00Z,28.52206,77.352222,0.0,289.0,stop,11.1,0,normal
BUS-003,2025-11-10T12:25:00Z,28.521094,77.352583,0.0,290.5,stop,12.4,0,normal
BUS-003,2025-11-10T12:26:00Z,28.520171,77.352966,0.0,292.0,stop,15.7,0,normal
BUS-003,2025-11-10T12:27:00Z,28.519143,77.353377,0.0,293.5,stop,9.4,0,normal
BUS-003,2025-11-10T12:28:00Z,28.518085,77.353777,0.0,295.0,stop,4.8,0,normal
BUS-003,2025-11-10T12:29:00Z,28.517152,77.354344,0.0,296.5,stop,7.8,0,normal
BUS-003,2025-11-10T12:30:00Z,28.516322,77.354842,0.0,298.0,stop,9.3,0,normal
BUS-003,2025-11-10T12:31:00Z,28.515273,77.355363,0.0,299.5,stop,2.8,0,normal
BUS-003,2025-11-10T12:32:00Z,28.514397,77.355929,0.0,301.0,stop,9.6,0,normal
BUS-003,2025-11-10T12:33:00Z,28.513296,77.356431,0.0,302.5,stop,15.4,0,normal
BUS-003,2025-11-10T12:34:00Z,28.512543,77.357054,0.0,304.0,stop,14.1,0,normal
BUS-003,2025-11-10T12:35:00Z,28.511742,77.357576,8.9,305.5,location,15.5,0,normal
BUS-003,2025-11-10T12:36:00Z,28.510837,77.358122,0.0,307.1,stop,12.7,0,normal
BUS-003,2025-11-10T12:37:00Z,28.509959,77.358959,0.0,308.6,stop,8.5,0,normal
BUS-003,2025-11-10T12:38:00Z,28.509046,77.359517,0.0,310.1,stop,9.4,0,normal
BUS-003,2025-11-10T12:39:00Z,28.508338,77.360369,0.0,311.6,stop,7.8,0,normal
BUS-003,2025-11-10T12:40:00Z,28.507405,77.361091,0.0,313.1,stop,2.1,0,normal
BUS-003,2025-11-10T12:41:00Z,28.506785,77.361792,0.0,314.6,stop,4.3,0,normal
BUS-003,2025-11-10T12:42:00Z,28.506005,77.36262,0.0,316.1,stop,11.0,0,normal
BUS-003,2025-11-10T12:43:00Z,28.505265,77.363357,11.2,317.6,location,8.0,0,normal
BUS-003,2025-11-10T12:44:00Z,28.504527,77.364176,0.0,319.1,stop,9.6,0,normal
BUS-003,2025-11-10T12:45:00Z,28.503853,77.365078,0.0,320.6,stop,10.5,0,normal
BUS-003,2025-11-10T12:46:00Z,28.503107,77.365822,0.0,322.1,stop,6.0,0,normal
BUS-003,2025-11-10T12:47:00Z,28.502478,77.366624,0.0,323.6,stop,7.6,0,normal
BUS-003,2025-11-10T12:48:00Z,28.50187,77.367425,0.0,325.1,stop,8.5,0,normal
BUS-003,2025-11-10T12:49:00Z,28.501214,77.368509,0.0,326.6,stop,12.2,0,normal
BUS-003,2025-11-10T12:50:00Z,28.500683,77.369401,0.0,328.1,stop,3.3,0,normal
BUS-003,2025-11-10T12:51:00Z,28.500004,77.370181,0.0,329.6,stop,3.6,0,normal
BUS-003,2025-11-10T12:52:00Z,28.499534,77.371176,0.0,331.1,stop,10.5,0,normal
BUS-003,2025-11-10T12:53:00Z,28.498994,77.372122,0.0,332.6,stop,2.5,0,normal
BUS-003,2025-11-10T12:54:00Z,28.498651,77.372974,0.0,334.1,stop,11.7,0,normal
BUS-003,2025-11-10T12:55:00Z,28.498214,77.374022,0.0,335.6,stop,11.4,0,normal
BUS-003,2025-11-10T12:56:00Z,28.497741,77.375089,0.0,337.1,stop,5.3,0,normal
BUS-003,2025-11-10T12:57:00Z,28.497179,77.376066,0.0,338.6,stop,9.7,0,normal
BUS-003,2025-11-10T12:58:00Z,28.496899,77.376989,0.0,340.1,stop,4.8,0,normal
BUS-003,2025-11-10T12:59:00Z,28.496571,77.378075,0.0,341.6,stop,6.3,0,normal
BUS-003,2025-11-10T13:00:00Z,28.496225,77.379131,31.9,343.1,location,13.4,0,normal
BUS-003,2025-11-10T13:01:00Z,28.495927,77.380086,22.6,344.6,location,4.9,0,normal
BUS-003,2025-11-10T13:02:00Z,28.495725,77.381168,31.9,346.1,location,5.8,0,normal
BUS-003,2025-11-10T13:03:00Z,28.495512,77.382196,34.8,347.6,location,2.4,0,normal
BUS-003,2025-11-10T13:04:00Z,28.495272,77.383291,36.4,349.1,location,6.0,0,normal
BUS-003,2025-11-10T13:05:00Z,28.495115,77.38435,36.0,350.6,location,2.2,0,normal
BUS-003,2025-11-10T13:06:00Z,28.494802,77.385322,42.1,352.1,location,7.1,0,normal
BUS-003,2025-11-10T13:07:00Z,28.494856,77.386525,31.6,353.6,location,5.8,0,normal
BUS-003,2025-11-10T13:08:00Z,28.494628,77.387623,38.8,355.2,location,13.9,0,normal
BUS-003,2025-11-10T13:09:00Z,28.494594,77.3887,35.1,356.7,location,12.6,0,normal
BUS-003,2025-11-10T13:10:00Z,28.494517,77.389711,37.5,358.2,location,12.2,0,normal
BUS-003,2025-11-10T13:11:00Z,28.494485,77.390743,43.0,359.7,location,2.9,0,normal
BUS-003,2025-11-10T13:12:00Z,28.494492,77.391867,33.9,1.2,location,2.5,0,normal
BUS-003,2025-11-10T13:13:00Z,28.494535,77.392932,42.5,2.7,location,5.9,0,normal
BUS-003,2025-11-10T13:14:00Z,28.494564,77.393963,31.9,4.2,location,6.1,0,normal
BUS-003,2025-11-10T13:15:00Z,28.494659,77.395106,40.0,5.7,location,5.4,0,normal
BUS-003,2025-11-10T13:16:00Z,28.494781,77.396146,42.8,7.2,location,3.9,0,normal
BUS-003,2025-11-10T13:17:00Z,28.494872,77.397173,42.5,8.7,location,10.6,0,normal
BUS-003,2025-11-10T13:18:00Z,28.495072,77.398272,31.0,10.2,location,13.8,0,normal
BUS-003,2025-11-10T13:19:00Z,28.49535,77.399263,37.6,11.7,location,4.9,0,normal
BUS-003,2025-11-10T13:20:00Z,28.495593,77.400333,44.4,13.2,location,14.5,0,normal
BUS-003,2025-11-10T13:21:00Z,28.495856,77.401382,29.4,14.7,location,3.1,0,normal
BUS-003,2025-11-10T13:22:00Z,28.496101,77.402355,32.4,16.2,location,6.6,0,normal
BUS-003,2025-11-10T13:23:00Z,28.496417,77.403446,33.0,17.7,location,8.3,0,normal
BUS-003,2025-11-10T13:24:00Z,28.496703,77.404558,30.7,19.2,location,8.3,0,normal
BUS-003,2025-11-10T13:25:00Z,28.497108,77.405536,36.4,20.7,location,12.0,0,normal
BUS-003,2025-11-10T13:26:00Z,28.497546,77.406534,34.9,22.2,location,4.1,0,normal
BUS-003,2025-11-10T13:27:00Z,28.497975,77.407274,29.7,23.7,location,12.0,0,normal
BUS-003,2025-11-10T13:28:00Z,28.498334,77.40847,35.7,25.2,location,9.0,0,normal
BUS-003,2025-11-10T13:29:00Z,28.498913,77.409301,51.7,26.7,location,0.9,0,normal
BUS-003,2025-11-10T13:30:00Z,28.499401,77.41045,33.6,28.2,location,5.3,0,normal
BUS-003,2025-11-10T13:31:00Z,28.499902,77.411244,31.1,29.7,location,4.6,0,normal
BUS-003,2025-11-10T13:32:00Z,28.500446,77.412269,31.7,31.2,location,10.4,0,normal
BUS-003,2025-11-10T13:33:00Z,28.500946,77.413169,26.3,32.7,location,8.7,0,normal
BUS-003,2025-11-10T13:34:00Z,28.501651,77.414132,44.3,34.2,location,8.6,0,normal
BUS-003,2025-11-10T13:35:00Z,28.502214,77.414969,36.7,35.7,location,2.8,0,normal
BUS-003,2025-11-10T13:36:00Z,28.502867,77.415899,41.8,37.2,location,16.1,0,normal
BUS-003,2025-11-10T13:37:00Z,28.503536,77.416526,37.8,38.7,location,5.7,0,normal
BUS-003,2025-11-10T13:38:00Z,28.504268,77.417517,37.5,40.2,location,4.5,0,normal
BUS-003,2025-11-10T13:39:00Z,28.504883,77.418372,30.4,41.7,location,8.7,0,normal
BUS-003,2025-11-10T13:40:00Z,28.505571,77.41915,31.9,43.3,location,4.1,0,normal
BUS-003,2025-11-10T13:41:00Z,28.506356,77.419853,42.9,44.8,location,4.3,0,normal
BUS-003,2025-11-10T13:42:00Z,28.507166,77.420648,35.6,46.3,location,14.0,0,normal
BUS-003,2025-11-10T13:43:00Z,28.507938,77.421307,32.7,47.8,location,11.2,0,normal
BUS-003,2025-11-10T13:44:00Z,28.508705,77.422022,34.0,49.3,location,6.8,0,normal
BUS-003,2025-11-10T13:45:00Z,28.509669,77.4227,37.6,50.8,location,5.1,0,normal
BUS-003,2025-11-10T13:46:00Z,28.510368,77.423474,38.1,52.3,location,21.8,0,normal
BUS-003,2025-11-10T13:47:00Z,28.511258,77.424128,27.5,53.8,location,4.8,0,normal
BUS-003,2025-11-10T13:48:00Z,28.512134,77.424725,34.6,55.3,location,15.2,0,normal
BUS-003,2025-11-10T13:49:00Z,28.513138,77.425337,35.5,56.8,location,8.6,0,normal
BUS-003,2025-11-10T13:50:00Z,28.513984,77.425909,35.9,58.3,location,13.9,0,normal
BUS-003,2025-11-10T13:51:00Z,28.514931,77.42642,38.8,59.8,location,8.3,0,normal
BUS-003,2025-11-10T13:52:00Z,28.515761,77.426882,31.4,61.3,location,9.8,0,normal
BUS-003,2025-11-10T13:53:00Z,28.516793,77.427404,35.8,62.8,location,7.6,0,normal
BUS-003,2025-11-10T13:54:00Z,28.517666,77.427919,32.6,64.3,location,4.5,0,normal
BUS-003,2025-11-10T13:55:00Z,28.518688,77.42835,43.9,65.8,location,4.0,0,normal
BUS-003,2025-11-10T13:56:00Z,28.519642,77.428839,36.9,67.3,location,9.7,0,normal
BUS-003,2025-11-10T13:57:00Z,28.520642,77.429154,31.9,68.8,location,9.2,0,normal
BUS-003,2025-11-10T13:58:00Z,28.521657,77.429628,44.5,70.3,location,2.8,0,normal
BUS-003,2025-11-10T13:59:00Z,28.522737,77.429884,34.8,71.8,location,4.7,0,normal
BUS-003,2025-11-10T14:00:00Z,28.52375,77.430257,36.2,73.3,location,6.5,0,normal
BUS-003,2025-11-10T14:01:00Z,28.524801,77.430595,38.2,74.8,location,10.1,0,normal
BUS-003,2025-11-10T14:02:00Z,28.525746,77.430828,44.2,76.3,location,5.2,0,normal
BUS-003,2025-11-10T14:03:00Z,28.526881,77.431076,27.0,77.8,location,5.9,0,normal
BUS-003,2025-11-10T14:04:00Z,28.527897,77.431219,27.1,79.3,location,13.1,0,normal
BUS-003,2025-11-10T14:05:00Z,28.528943,77.431421,25.0,80.8,location,14.1,0,normal
BUS-003,2025-11-10T14:06:00Z,28.530075,77.431601,37.2,82.3,location,7.8,0,normal
BUS-003,2025-11-10T14:07:00Z,28.531106,77.431759,42.0,83.8,location,3.7,0,normal
BUS-003,2025-11-10T14:08:00Z,28.532151,77.431826,34.9,85.3,location,6.3,0,normal
BUS-003,2025-11-10T14:09:00Z,28.533212,77.431916,35.3,86.8,location,4.9,0,normal
BUS-003,2025-11-10T14:10:00Z,28.534276,77.431926,24.5,88.3,location,0.2,0,normal
BUS-003,2025-11-10T14:11:00Z,28.535401,77.431888,41.5,89.8,location,6.0,0,normal
BUS-003,2025-11-10T14:12:00Z,28.536467,77.431986,29.3,91.4,location,4.4,0,normal
BUS-003,2025-11-10T14:13:00Z,28.537628,77.431959,24.6,92.9,location,5.2,0,normal
BUS-003,2025-11-10T14:14:00Z,28.538631,77.431795,26.2,94.4,location,3.1,0,normal
BUS-003,2025-11-10T14:15:00Z,28.539655,77.431787,29.9,95.9,location,2.5,0,normal
BUS-003,2025-11-10T14:16:00Z,28.54076,77.431661,52.0,97.4,location,6.4,0,normal
BUS-003,2025-11-10T14:17:00Z,28.541823,77.431571,49.1,98.9,location,11.7,0,normal
BUS-003,2025-11-10T14:18:00Z,28.542808,77.431369,33.6,100.4,location,10.8,0,normal
BUS-003,2025-11-10T14:19:00Z,28.543949,77.431157,30.7,101.9,location,14.3,0,normal
BUS-003,2025-11-10T14:20:00Z,28.545059,77.430872,29.2,103.4,location,12.1,0,normal
BUS-003,2025-11-10T14:21:00Z,28.546115,77.430578,44.0,104.9,location,9.5,0,normal
BUS-003,2025-11-10T14:22:00Z,28.547089,77.43037,34.2,106.4,location,5.4,0,normal
BUS-003,2025-11-10T14:23:00Z,28.548068,77.430015,41.7,107.9,location,11.0,0,normal
BUS-003,2025-11-10T14:24:00Z,28.549042,77.429652,34.8,109.4,location,5.9,0,normal
BUS-003,2025-11-10T14:25:00Z,28.550191,77.429281,32.5,110.9,location,6.0,0,normal
BUS-003,2025-11-10T14:26:00Z,28.551032,77.42902,30.6,112.4,location,12.6,0,normal
BUS-003,2025-11-10T14:27:00Z,28.552101,77.428502,37.0,113.9,location,10.7,0,normal
BUS-003,2025-11-10T14:28:00Z,28.553093,77.428011,33.0,115.4,location,15.8,0,normal
BUS-003,2025-11-10T14:29:00Z,28.554112,77.427533,47.2,116.9,location,8.2,0,normal
BUS-003,2025-11-10T14:30:00Z,28.555052,77.427003,38.6,118.4,location,6.2,0,normal
BUS-003,2025-11-10T14:31:00Z,28.555938,77.426473,11.4,119.9,location,10.5,0,normal
BUS-003,2025-11-10T14:32:00Z,28.556835,77.425963,0.0,121.4,stop,5.9,0,normal
BUS-003,2025-11-10T14:33:00Z,28.557818,77.425509,0.0,122.9,stop,6.2,0,normal
BUS-003,2025-11-10T14:34:00Z,28.558722,77.424777,0.0,124.4,stop,12.4,0,normal
BUS-003,2025-11-10T14:35:00Z,28.559627,77.424217,0.0,125.9,stop,9.8,0,normal
BUS-003,2025-11-10T14:36:00Z,28.560464,77.423522,9.8,127.4,location,2.6,0,normal
BUS-003,2025-11-10T14:37:00Z,28.561286,77.422934,11.2,128.9,location,8.9,0,normal
BUS-003,2025-11-10T14:38:00Z,28.562068,77.422287,0.0,130.4,stop,11.1,0,normal
BUS-003,2025-11-10T14:39:00Z,28.562872,77.421551,0.0,131.9,stop,13.1,0,normal
BUS-003,2025-11-10T14:40:00Z,28.563596,77.420752,0.0,133.4,stop,13.4,0,normal
BUS-003,2025-11-10T14:41:00Z,28.564338,77.420039,0.0,134.9,stop,3.7,0,normal
BUS-003,2025-11-10T14:42:00Z,28.565178,77.419251,0.0,136.4,stop,6.7,0,normal
BUS-003,2025-11-10T14:43:00Z,28.565978,77.418423,0.0,137.9,stop,2.4,0,normal
BUS-003,2025-11-10T14:44:00Z,28.566678,77.417662,0.0,139.5,stop,6.1,0,normal
BUS-003,2025-11-10T14:45:00Z,28.567351,77.416828,0.0,141.0,stop,5.6,0,normal
BUS-003,2025-11-10T14:46:00Z,28.567966,77.415897,0.0,142.5,stop,11.1,0,normal
BUS-003,2025-11-10T14:47:00Z,28.568626,77.415106,0.0,144.0,stop,7.3,0,normal
BUS-003,2025-11-10T14:48:00Z,28.569258,77.41431,0.0,145.5,stop,11.7,0,normal
BUS-003,2025-11-10T14:49:00Z,28.569908,77.413297,10.2,147.0,location,8.5,0,normal
BUS-003,2025-11-10T14:50:00Z,28.570461,77.41247,0.0,148.5,stop,6.1,0,normal
BUS-003,2025-11-10T14:51:00Z,28.571017,77.411528,0.0,150.0,stop,3.7,0,normal
BUS-003,2025-11-10T14:52:00Z,28.571451,77.410606,0.0,151.5,stop,8.2,0,normal
BUS-003,2025-11-10T14:53:00Z,28.571975,77.409622,0.0,153.0,stop,5.8,0,normal
BUS-003,2025-11-10T14:54:00Z,28.572514,77.408636,0.0,154.5,stop,11.3,0,normal
BUS-003,2025-11-10T14:55:00Z,28.572921,77.407722,0.0,156.0,stop,14.0,0,normal
BUS-003,2025-11-10T14:56:00Z,28.573313,77.406764,0.0,157.5,stop,10.7,0,normal
BUS-003,2025-11-10T14:57:00Z,28.573806,77.405655,0.0,159.0,stop,10.1,0,normal
BUS-003,2025-11-10T14:58:00Z,28.574121,77.404697,0.0,160.5,stop,1.3,0,normal
BUS-003,2025-11-10T14:59:00Z,28.574474,77.403665,0.0,162.0,stop,12.2,0,normal
BUS-004,2025-11-10T07:00:00Z,28.577382,77.377407,29.9,198.0,location,8.7,0,normal
