studentId,subjectId,grade_level,attendance_rate_30d,attendance_rate_90d,homework_completion_rate,avg_score_current_term,avg_score_prev_term,score_trend,engagement_score,behavior_concerns_count,predictedScore,predictedGradeBand
STU-2026-0499,SUB-PHY,11,0.6249,0.614,0.5376,31.77,41.12,-0.3864,21.8,4,29.85,F
STU-2026-0500,SUB-PHY,11,0.7011,0.714,0.2447,59.29,69.81,-0.5178,43.69,3,57.37,D
STU-2026-0501,SUB-PHY,11,0.921,0.9221,0.9631,75.2,83.89,0.0822,93.69,1,77.2,B
STU-2026-0502,SUB-PHY,11,0.9706,0.9689,0.9493,79.79,73.38,0.0001,69.83,0,70.79,B
STU-2026-0503,SUB-PHY,11,0.9969,0.9815,1.0,68.77,71.09,0.0483,79.42,0,66.29,C
STU-2026-0504,SUB-PHY,11,1.0,0.9846,0.892,77.46,79.11,0.1028,81.24,1,75.12,B
STU-2026-0505,SUB-PHY,11,0.9621,0.9521,1.0,87.81,88.28,-0.0399,64.13,0,79.3,B
STU-2026-0506,SUB-PHY,11,0.9684,0.9741,0.9289,74.58,70.12,-0.0353,80.8,0,70.53,B
STU-2026-0507,SUB-PHY,11,0.9827,0.9602,0.9312,78.57,74.82,0.0406,88.43,0,72.01,B
STU-2026-0508,SUB-PHY,11,0.973,0.9267,0.9376,74.55,78.83,0.0419,86.88,0,70.83,B
STU-2026-0509,SUB-PHY,11,0.8896,0.8522,0.8452,62.33,71.22,-0.0188,72.2,0,59.56,D
STU-2026-0510,SUB-PHY,11,0.8302,0.8891,0.875,66.59,62.36,-0.044,58.06,0,67.59,C
STU-2026-0511,SUB-PHY,11,0.9103,0.8822,0.7635,48.08,53.99,0.0476,59.7,0,49.04,F
STU-2026-0512,SUB-PHY,11,0.8355,0.8297,0.6648,69.84,57.12,0.0398,60.89,1,65.05,C
STU-2026-0513,SUB-PHY,11,0.7697,0.7977,0.8399,68.52,56.6,0.0577,64.32,0,64.27,C
STU-2026-0514,SUB-PHY,11,0.9412,0.9631,0.9492,80.41,79.61,0.0036,84.13,0,75.19,B
STU-2026-0515,SUB-PHY,11,1.0,0.9703,0.957,75.5,82.72,0.0705,88.44,0,71.08,B
STU-2026-0516,SUB-PHY,11,0.6763,0.6636,0.264,38.29,39.23,-0.5236,42.04,5,35.89,F
STU-2026-0517,SUB-PHY,11,0.8765,0.896,0.7227,68.52,67.06,-0.036,57.42,0,71.34,B
STU-2026-0518,SUB-PHY,11,0.5645,0.5496,0.3726,56.51,61.34,-0.4078,36.27,4,50.3,D
STU-2026-0519,SUB-PHY,11,0.9687,0.9789,0.9503,79.5,76.45,0.0809,93.16,1,75.56,B
STU-2026-0520,SUB-PHY,11,0.9434,0.9087,0.8864,91.26,92.99,0.0649,79.24,0,88.88,A
STU-2026-0521,SUB-PHY,11,1.0,0.9852,0.9991,71.68,65.3,0.0679,74.16,0,73.35,B
STU-2026-0522,SUB-PHY,11,0.9708,0.9589,0.8686,76.76,78.85,0.0884,79.46,0,76.16,B
STU-2026-0523,SUB-PHY,11,0.9078,0.9358,0.9408,88.36,78.12,-0.0027,73.99,0,84.05,A
STU-2026-0524,SUB-PHY,11,0.9757,0.9129,0.8706,71.06,72.63,0.08,82.62,0,71.0,B
STU-2026-0525,SUB-PHY,11,0.6984,0.7384,0.5869,60.34,67.15,-0.4804,27.27,2,56.87,D
STU-2026-0526,SUB-PHY,11,0.9247,0.9105,0.9706,66.32,71.87,0.043,69.67,1,60.27,C
STU-2026-0527,SUB-PHY,11,0.9138,0.9328,1.0,85.54,85.61,0.0095,88.59,0,85.3,A
STU-2026-0528,SUB-PHY,11,0.9551,0.9474,0.8952,78.45,82.08,0.0995,87.91,0,72.72,B
STU-2026-0529,SUB-PHY,11,0.9316,0.908,0.9793,76.57,69.74,0.019,74.13,0,73.39,B
STU-2026-0530,SUB-PHY,11,0.9864,0.9623,0.9817,69.49,79.45,-0.0206,82.06,0,68.47,C
STU-2026-0531,SUB-PHY,11,0.8964,0.9174,0.8877,81.15,81.85,0.1885,93.82,0,79.97,B
STU-2026-0532,SUB-PHY,11,0.9553,0.9804,0.9493,90.36,88.66,0.0296,75.86,0,91.05,A
STU-2026-0533,SUB-PHY,11,0.9485,1.0,0.9244,77.89,76.42,0.0482,74.42,0,73.45,B
STU-2026-0534,SUB-PHY,11,0.9691,0.9768,0.8877,59.98,60.74,-0.0101,84.03,0,55.92,D
STU-2026-0535,SUB-PHY,11,0.9135,0.9004,0.8223,98.49,94.35,0.0054,83.42,0,93.09,A
STU-2026-0536,SUB-PHY,11,0.9619,0.9657,0.8796,97.45,91.52,0.0647,86.23,0,96.8,A
STU-2026-0537,SUB-PHY,11,0.8987,0.9277,0.8917,96.48,97.56,0.0629,92.03,1,92.56,A
STU-2026-0538,SUB-PHY,11,0.9292,0.9586,0.9525,71.69,78.74,0.0744,79.1,0,66.5,C
STU-2026-0539,SUB-PHY,11,0.6013,0.6187,0.3476,39.56,44.89,-0.5232,29.1,4,33.43,F
STU-2026-0540,SUB-PHY,11,0.9814,0.971,0.862,68.83,63.73,0.0868,68.57,0,65.97,C
STU-2026-0541,SUB-PHY,11,0.9551,0.9301,0.8877,64.58,64.26,0.059,92.4,0,64.13,C
STU-2026-0542,SUB-PHY,11,0.9903,1.0,0.8968,84.29,87.32,0.0474,94.11,0,77.75,B
STU-2026-0543,SUB-PHY,11,0.9058,0.969,0.9338,73.01,73.26,0.1541,95.03,0,67.78,C
STU-2026-0544,SUB-PHY,11,0.8836,0.8838,0.9302,86.65,82.13,0.0064,84.72,0,78.47,B
STU-2026-0545,SUB-PHY,11,0.9701,0.9768,0.9197,77.93,75.88,0.0087,86.77,0,73.75,B
STU-2026-0546,SUB-PHY,11,0.9515,1.0,1.0,89.49,89.66,0.0265,87.23,0,84.14,A
STU-2026-0547,SUB-PHY,11,0.9212,0.8901,0.8893,72.73,77.33,0.0256,84.34,1,67.67,C
STU-2026-0548,SUB-PHY,11,0.9474,0.9514,0.9295,94.69,87.18,0.0543,82.73,0,86.38,A
STU-2026-0549,SUB-PHY,11,0.9923,1.0,0.9341,63.66,67.76,0.1357,82.82,0,62.43,C
STU-2026-0550,SUB-PHY,11,0.9708,0.9586,0.9636,81.08,68.21,0.1876,82.21,0,75.67,B
STU-2026-0551,SUB-PHY,11,0.7446,0.7449,0.3811,49.59,57.85,-0.5349,25.04,2,47.22,F
STU-2026-0552,SUB-PHY,11,0.6447,0.6969,0.3083,51.53,58.15,-0.5424,41.82,4,42.91,F
STU-2026-0553,SUB-PHY,11,0.9001,0.9553,0.8971,77.08,72.35,0.123,64.67,0,71.82,B
STU-2026-0554,SUB-PHY,11,0.951,0.912,0.9924,84.0,81.59,0.0535,73.81,0,80.55,A
STU-2026-0555,SUB-PHY,11,0.8819,0.8449,0.8171,61.73,66.32,-0.0138,50.57,1,59.89,D
STU-2026-0556,SUB-PHY,11,0.9249,0.929,0.8958,70.12,77.41,0.0153,99.0,0,67.6,C
STU-2026-0557,SUB-PHY,11,0.9617,0.9769,0.8775,86.37,89.29,-0.0306,80.4,1,80.57,A
STU-2026-0558,SUB-PHY,11,0.9707,0.9463,0.9288,82.98,85.98,0.1121,71.32,0,77.63,B
STU-2026-0559,SUB-PHY,11,0.9349,0.9303,0.8577,80.5,83.41,0.1225,92.29,0,77.0,B
STU-2026-0560,SUB-PHY,11,0.9436,0.9504,0.8692,88.65,89.62,-0.0014,81.54,0,86.94,A
STU-2026-0561,SUB-PHY,11,0.9575,0.9605,0.9526,90.97,92.92,-0.0586,84.06,0,89.37,A
STU-2026-0562,SUB-PHY,11,0.9833,0.9567,0.9055,71.28,76.21,0.0439,71.65,1,66.12,C
STU-2026-0563,SUB-PHY,11,0.9084,0.8635,0.7196,64.23,66.77,0.0456,66.31,0,60.94,C
STU-2026-0564,SUB-PHY,11,0.906,0.9594,0.9068,81.06,78.1,0.0909,91.69,0,76.69,B
STU-2026-0565,SUB-PHY,11,0.924,0.9354,0.9157,86.87,83.02,0.0606,75.72,0,81.25,A
STU-2026-0566,SUB-PHY,11,0.9844,0.9629,0.9621,71.38,73.98,0.0304,93.57,0,65.54,C
STU-2026-0567,SUB-PHY,11,1.0,1.0,0.8591,67.84,59.49,-0.0176,99.0,0,60.3,C
STU-2026-0568,SUB-PHY,11,0.9724,0.9383,0.9709,67.94,73.38,0.0352,98.01,0,66.66,C
STU-2026-0569,SUB-PHY,11,0.8982,0.883,0.9147,73.58,84.13,-0.022,72.28,0,72.46,B
STU-2026-0570,SUB-PHY,11,0.8585,0.8541,0.8382,86.47,89.47,0.115,55.23,1,84.05,A
STU-2026-0571,SUB-PHY,11,0.9872,0.9792,0.952,90.23,91.49,0.1284,77.03,0,91.31,A
STU-2026-0572,SUB-PHY,11,0.9334,0.9614,0.9733,67.2,68.08,0.0726,77.19,0,65.91,C
STU-2026-0573,SUB-PHY,11,0.9712,0.9896,0.8391,69.87,64.58,0.0323,92.85,1,66.27,C
STU-2026-0574,SUB-PHY,11,0.5729,0.6135,0.419,57.64,61.63,-0.4379,33.51,6,54.25,D
STU-2026-0575,SUB-PHY,11,0.9675,0.9646,0.9114,85.74,92.55,-0.0067,79.08,1,84.08,A
STU-2026-0576,SUB-PHY,11,0.9863,0.9733,0.9557,63.57,64.01,0.0107,87.28,0,64.42,C
STU-2026-0577,SUB-PHY,11,0.9044,0.9373,1.0,86.88,85.73,-0.0779,79.01,0,83.63,A
STU-2026-0578,SUB-PHY,11,0.959,0.9467,0.9273,88.85,74.19,-0.0166,83.19,0,82.76,A
STU-2026-0579,SUB-PHY,11,0.8804,0.8852,0.7084,80.74,85.25,0.0489,60.25,2,77.76,B
STU-2026-0580,SUB-PHY,11,0.9688,0.938,0.8693,95.13,99.0,0.0863,79.36,0,90.16,A
STU-2026-0581,SUB-PHY,11,0.8658,0.8787,0.9564,75.19,62.74,0.03,81.09,0,65.88,C
STU-2026-0582,SUB-PHY,11,0.6593,0.6851,0.5404,50.31,62.41,-0.3744,36.86,4,46.18,F
STU-2026-0583,SUB-PHY,11,0.949,0.9756,0.901,76.26,84.1,0.0604,93.95,1,75.3,B
STU-2026-0584,SUB-PHY,11,0.9953,0.9658,1.0,69.36,73.21,0.0254,90.05,0,63.18,C
STU-2026-0585,SUB-PHY,11,0.9847,0.9895,0.8647,71.43,68.9,-0.0045,76.43,0,68.18,C
STU-2026-0586,SUB-PHY,11,0.8417,0.8592,0.8241,66.16,63.65,0.0017,74.15,2,62.88,C
STU-2026-0587,SUB-PHY,11,0.9488,0.944,0.8517,90.6,87.38,0.0486,75.9,0,86.33,A
STU-2026-0588,SUB-PHY,11,0.6307,0.6363,0.617,24.55,28.4,-0.4027,15.0,2,19.35,F
STU-2026-0589,SUB-PHY,11,0.9796,1.0,0.9244,87.06,96.68,0.0639,77.61,0,85.83,A
STU-2026-0590,SUB-PHY,11,0.6383,0.6763,0.3049,58.75,56.84,-0.4911,20.23,2,52.34,D
STU-2026-0591,SUB-PHY,11,0.9389,0.9343,0.8847,86.14,83.42,0.1264,88.35,0,81.05,A
STU-2026-0592,SUB-PHY,11,0.954,0.8989,0.9047,64.51,57.36,0.0859,83.83,0,63.07,C
STU-2026-0593,SUB-PHY,11,0.9712,0.9561,0.9377,74.34,79.12,0.1394,92.22,1,70.96,B
STU-2026-0594,SUB-PHY,11,0.9321,0.9446,0.9767,83.2,81.66,0.0563,82.37,0,77.39,B
STU-2026-0595,SUB-PHY,11,0.9531,0.9027,0.7661,69.7,70.27,0.0731,53.74,0,64.56,C
STU-2026-0596,SUB-PHY,11,1.0,0.9711,0.8711,89.85,86.55,0.0001,95.14,0,86.18,A
STU-2026-0597,SUB-PHY,11,0.9365,1.0,0.8317,68.92,71.72,-0.0293,69.67,0,65.02,C
STU-2026-0598,SUB-PHY,11,0.9493,0.9244,1.0,95.66,85.17,0.0776,99.0,0,88.04,A
STU-2026-0599,SUB-PHY,11,0.7408,0.7598,0.4717,40.3,40.22,-0.6923,34.2,4,29.94,F
STU-2026-0600,SUB-PHY,11,0.8783,0.882,0.902,53.53,53.34,0.0476,61.48,2,52.06,D
STU-2026-0001,SUB-CHEM,9,0.9582,0.9739,0.8841,80.19,83.9,0.1016,81.91,0,77.59,B
STU-2026-0002,SUB-CHEM,9,0.9524,0.9368,0.9358,94.93,93.67,0.0145,97.82,0,87.15,A
STU-2026-0003,SUB-CHEM,9,0.9825,0.9884,0.9066,88.23,88.73,0.0843,85.96,0,82.38,A
STU-2026-0004,SUB-CHEM,9,0.6267,0.6847,0.4418,50.52,53.87,-0.5018,26.34,5,43.22,F
STU-2026-0005,SUB-CHEM,9,0.9439,0.9501,0.9244,71.9,79.25,0.068,80.48,0,69.78,C
STU-2026-0006,SUB-CHEM,9,0.9447,0.9543,0.887,74.17,77.69,0.1055,88.9,0,74.42,B
STU-2026-0007,SUB-CHEM,9,0.9567,0.929,0.9104,67.51,67.89,0.0685,86.6,1,63.8,C
STU-2026-0008,SUB-CHEM,9,0.6249,0.671,0.4294,47.54,58.44,-0.4755,38.46,2,47.01,F
STU-2026-0009,SUB-CHEM,9,0.9055,0.8895,0.6311,46.69,49.62,0.0428,74.16,0,43.58,F
STU-2026-0010,SUB-CHEM,9,0.8295,0.7917,0.6713,80.01,71.33,0.1046,64.52,1,78.08,B
STU-2026-0011,SUB-CHEM,9,0.9553,0.9671,0.9288,85.51,95.06,-0.1229,88.15,1,85.99,A
STU-2026-0012,SUB-CHEM,9,1.0,0.9933,0.8922,80.69,86.33,0.0237,70.78,0,80.74,A
STU-2026-0013,SUB-CHEM,9,0.9183,0.9156,0.9167,88.47,90.28,0.1246,82.23,0,88.78,A
STU-2026-0014,SUB-CHEM,9,0.8153,0.8308,0.8212,60.26,62.06,0.0201,50.71,2,58.53,D
STU-2026-0015,SUB-CHEM,9,0.9629,0.9773,0.9028,83.17,81.82,-0.0371,88.23,0,77.82,B
STU-2026-0016,SUB-CHEM,9,0.8387,0.8387,0.7264,58.58,60.44,0.1025,68.06,0,56.4,D
STU-2026-0017,SUB-CHEM,9,0.971,0.9179,0.9947,77.81,74.14,0.0668,79.03,0,78.48,B
STU-2026-0018,SUB-CHEM,9,0.964,0.9464,0.884,92.36,82.34,0.0384,91.36,0,89.35,A
STU-2026-0019,SUB-CHEM,9,0.8216,0.8092,0.714,63.44,67.64,0.0387,72.62,0,63.17,C
STU-2026-0020,SUB-CHEM,9,0.9555,0.9447,0.8996,66.36,63.79,0.0012,72.8,1,62.57,C
STU-2026-0021,SUB-CHEM,9,0.5219,0.6072,0.4273,55.76,54.02,-0.5914,57.58,1,49.09,F
STU-2026-0022,SUB-CHEM,9,0.9931,0.9938,0.9078,65.71,66.24,-0.0311,97.64,0,60.79,C
STU-2026-0023,SUB-CHEM,9,0.9355,0.9751,0.8988,80.78,83.34,0.0207,79.99,0,73.5,B
STU-2026-0024,SUB-CHEM,9,0.9526,0.9786,0.9028,65.53,75.46,0.0375,85.9,1,63.45,C
STU-2026-0025,SUB-CHEM,9,0.9778,0.9873,0.8784,81.42,86.75,0.1013,97.2,1,78.73,B
STU-2026-0026,SUB-CHEM,9,0.9635,1.0,0.971,80.4,74.51,0.0455,93.91,0,78.68,B
STU-2026-0027,SUB-CHEM,9,0.9137,0.8935,0.8654,72.71,77.11,-0.01,79.98,0,68.28,C
STU-2026-0028,SUB-CHEM,9,0.9427,0.9452,0.9005,63.29,64.6,0.1601,80.74,0,61.79,C
STU-2026-0029,SUB-CHEM,9,0.9397,0.9384,0.9814,82.43,82.98,0.0836,68.01,0,79.16,B
STU-2026-0030,SUB-CHEM,9,0.9207,0.9212,0.9737,77.11,75.01,0.1239,75.81,0,71.49,B
STU-2026-0031,SUB-CHEM,9,0.9567,0.923,0.9862,83.04,81.02,-0.0937,90.45,0,76.33,B
STU-2026-0032,SUB-CHEM,9,0.9842,0.9682,0.8919,65.49,70.56,0.0582,72.98,0,62.6,C
STU-2026-0033,SUB-CHEM,9,0.937,0.9469,0.8898,96.26,88.03,0.0039,78.99,0,95.15,A
STU-2026-0034,SUB-CHEM,9,0.8678,0.8902,0.8927,82.79,79.54,0.0969,86.77,0,82.94,A
STU-2026-0035,SUB-CHEM,9,0.9557,0.9178,0.9857,84.84,87.82,-0.0049,85.93,0,82.49,A
STU-2026-0036,SUB-CHEM,9,1.0,0.9501,0.9801,93.02,89.74,0.1183,90.04,0,89.67,A
STU-2026-0037,SUB-CHEM,9,0.8104,0.7905,0.8447,76.85,89.02,0.0946,67.25,0,71.67,B
STU-2026-0038,SUB-CHEM,9,0.8972,0.9636,0.9334,79.57,78.89,-0.0316,82.86,0,75.69,B
STU-2026-0039,SUB-CHEM,9,0.8818,0.8958,0.9216,61.73,56.49,-0.0308,51.64,2,58.2,D
STU-2026-0040,SUB-CHEM,9,0.684,0.6883,0.3863,57.49,61.31,-0.4681,19.96,2,54.57,D
STU-2026-0041,SUB-CHEM,9,0.9455,0.9327,0.8759,79.78,87.45,-0.0164,84.95,0,78.85,B
STU-2026-0042,SUB-CHEM,9,0.9754,0.9871,0.8862,78.47,84.01,-0.0037,82.64,1,74.55,B
STU-2026-0043,SUB-CHEM,9,0.9461,0.9612,0.8394,82.1,72.35,-0.0838,72.79,1,79.57,B
STU-2026-0044,SUB-CHEM,9,0.6798,0.6808,0.6198,34.61,53.46,-0.4334,26.95,1,34.46,F
STU-2026-0045,SUB-CHEM,9,0.9385,0.9082,0.6989,70.54,73.09,0.1539,72.41,1,72.45,B
STU-2026-0046,SUB-CHEM,9,0.918,0.9341,0.9096,81.01,88.44,0.0269,69.31,0,77.7,B
STU-2026-0047,SUB-CHEM,9,0.9318,0.9214,0.8579,79.28,86.24,-0.0153,83.47,0,78.38,B
STU-2026-0048,SUB-CHEM,9,0.9682,0.9911,0.9075,79.5,83.52,-0.0205,87.32,0,73.09,B
STU-2026-0049,SUB-CHEM,9,0.9422,0.9553,0.9612,92.67,79.97,-0.0648,80.76,0,86.28,A
STU-2026-0050,SUB-CHEM,9,0.9682,0.9564,0.913,76.41,89.62,-0.0215,80.23,0,75.8,B
STU-2026-0051,SUB-CHEM,9,0.9488,0.894,0.9041,75.94,83.1,0.196,88.05,0,72.38,B
STU-2026-0052,SUB-CHEM,9,0.9819,0.9449,0.8812,68.04,76.86,0.0172,81.25,0,65.07,C
STU-2026-0053,SUB-CHEM,9,0.9949,1.0,0.8616,85.89,84.99,-0.0514,73.2,0,78.56,B
STU-2026-0054,SUB-CHEM,9,0.5972,0.627,0.3507,41.44,46.39,-0.369,56.89,2,38.41,F
STU-2026-0055,SUB-CHEM,9,0.9642,0.9749,0.9131,90.08,96.2,0.0629,86.94,0,85.35,A
STU-2026-0056,SUB-CHEM,9,0.99,0.9956,0.9824,97.04,91.74,-0.0298,93.68,0,89.91,A
STU-2026-0057,SUB-CHEM,9,1.0,0.9659,1.0,68.21,64.1,0.0732,77.63,0,65.13,C
STU-2026-0058,SUB-CHEM,9,1.0,0.9925,0.9202,64.44,70.76,-0.035,87.43,0,62.69,C
STU-2026-0059,SUB-CHEM,9,0.9102,0.8979,0.7397,70.62,83.48,0.0672,82.4,2,66.49,C
STU-2026-0060,SUB-CHEM,9,0.9298,0.9268,0.9125,72.8,76.64,0.0476,80.94,0,72.95,B
STU-2026-0061,SUB-CHEM,9,0.9787,0.9568,0.9465,79.9,83.16,0.0058,96.31,0,74.68,B
STU-2026-0062,SUB-CHEM,9,1.0,0.9777,0.8847,69.86,68.45,-0.041,78.49,0,67.56,C
STU-2026-0063,SUB-CHEM,9,0.9816,0.9306,0.9724,75.11,71.5,0.0167,76.28,0,69.91,C
STU-2026-0064,SUB-CHEM,9,0.9696,0.9878,0.9646,71.36,71.91,0.0365,85.7,0,74.28,B
STU-2026-0065,SUB-CHEM,9,0.8871,0.8262,0.7923,73.94,71.43,-0.0013,76.08,2,69.82,C
STU-2026-0066,SUB-CHEM,9,0.8889,0.8607,0.8157,63.07,64.7,-0.0486,63.96,2,56.09,D
STU-2026-0067,SUB-CHEM,9,0.6237,0.664,0.515,33.42,52.72,-0.4302,35.32,6,32.45,F
STU-2026-0068,SUB-CHEM,9,0.9998,1.0,0.9297,90.57,86.22,0.0147,72.81,0,86.08,A
STU-2026-0069,SUB-CHEM,9,0.7965,0.8361,0.863,61.86,58.6,0.0215,64.26,1,59.36,D
STU-2026-0070,SUB-CHEM,9,0.932,0.9342,0.8748,85.76,83.93,0.1081,73.87,0,82.91,A
STU-2026-0071,SUB-CHEM,9,0.8554,0.793,0.8395,67.0,76.87,0.1364,55.54,1,65.33,C
STU-2026-0072,SUB-CHEM,9,0.8908,0.8916,0.943,65.57,67.94,0.1048,93.36,0,61.16,C
STU-2026-0073,SUB-CHEM,9,0.9583,0.985,0.8656,78.45,79.72,0.137,86.45,1,76.73,B
STU-2026-0074,SUB-CHEM,9,0.9449,0.879,0.988,80.97,85.64,-0.0115,87.02,0,80.49,A
STU-2026-0075,SUB-CHEM,9,0.9657,0.9855,0.9062,78.21,76.54,0.1629,86.76,0,77.06,B
STU-2026-0076,SUB-CHEM,9,0.7846,0.838,0.7293,75.77,78.11,0.0252,65.55,2,71.98,B
STU-2026-0077,SUB-CHEM,9,0.8948,0.9023,0.9045,80.92,79.26,-0.0344,84.19,1,80.28,A
STU-2026-0078,SUB-CHEM,9,0.9746,0.9782,1.0,70.53,71.62,0.0229,86.36,0,66.59,C
STU-2026-0079,SUB-CHEM,9,0.8519,0.8467,0.6754,75.28,80.64,0.1316,79.26,0,74.42,B
STU-2026-0080,SUB-CHEM,9,0.8861,0.9295,0.9571,90.36,90.5,0.0305,80.64,1,87.86,A
STU-2026-0081,SUB-CHEM,9,0.9124,0.8909,0.9629,73.0,70.78,-0.0773,85.99,0,66.36,C
STU-2026-0082,SUB-CHEM,9,0.9161,0.9489,0.8874,57.04,61.38,0.0555,75.26,0,55.85,D
STU-2026-0083,SUB-CHEM,9,0.9594,0.9436,0.8994,79.58,67.06,-0.0506,77.23,0,75.71,B
STU-2026-0084,SUB-CHEM,9,0.9014,0.9543,0.9955,84.12,83.15,-0.0385,87.76,0,82.07,A
STU-2026-0085,SUB-CHEM,9,0.9413,0.9802,0.8823,77.74,75.43,0.109,79.28,0,75.22,B
STU-2026-0086,SUB-CHEM,9,0.8547,0.8685,0.9128,66.5,63.64,0.0842,61.07,2,64.29,C
STU-2026-0087,SUB-CHEM,9,0.8714,0.8709,0.8838,87.29,88.49,0.1153,84.53,0,86.34,A
STU-2026-0088,SUB-CHEM,9,0.8891,0.9104,0.8495,51.5,52.17,-0.0234,64.17,1,47.82,F
STU-2026-0089,SUB-CHEM,9,0.9877,0.9893,0.9493,71.34,76.51,0.0985,93.72,0,68.7,C
STU-2026-0090,SUB-CHEM,9,0.916,0.9483,0.9231,65.23,72.86,0.058,71.06,0,63.38,C
STU-2026-0091,SUB-CHEM,9,0.8894,0.8739,0.9091,70.56,78.19,0.0847,77.5,1,72.01,B
STU-2026-0092,SUB-CHEM,9,0.8243,0.8251,0.7645,59.01,64.28,0.1022,45.89,0,61.05,C
STU-2026-0093,SUB-CHEM,9,0.8914,0.9077,0.9824,61.91,67.62,0.0508,89.87,0,59.73,D
STU-2026-0094,SUB-CHEM,9,0.9129,0.9148,0.9301,88.26,86.63,0.0034,76.19,0,79.04,B
STU-2026-0095,SUB-CHEM,9,0.9034,0.9096,0.7782,67.22,66.18,-0.0263,66.51,0,65.62,C
STU-2026-0096,SUB-CHEM,9,0.8689,0.877,0.8796,73.9,69.59,0.0189,98.21,0,72.32,B
STU-2026-0097,SUB-CHEM,9,0.7389,0.7928,0.4069,28.35,42.03,-0.5124,48.31,2,26.27,F
STU-2026-0098,SUB-CHEM,9,1.0,1.0,0.8903,87.3,91.98,0.0378,80.29,0,84.48,A
STU-2026-0099,SUB-CHEM,9,0.9251,0.9464,0.9214,99.0,94.61,0.0595,93.11,0,92.79,A
STU-2026-0100,SUB-CHEM,9,0.8788,0.9091,0.8138,69.85,71.52,-0.0119,71.77,2,66.28,C
STU-2026-0101,SUB-CHEM,9,0.9753,0.9086,0.8668,86.53,80.75,0.0187,97.5,1,85.32,A
STU-2026-0102,SUB-CHEM,9,0.9335,0.9538,0.889,87.03,82.89,0.0547,87.64,0,83.07,A
STU-2026-0103,SUB-CHEM,9,0.996,0.9724,0.9287,72.89,72.4,0.0451,93.27,1,75.7,B
STU-2026-0104,SUB-CHEM,9,0.7956,0.7815,0.7658,56.15,55.83,0.1052,58.17,1,55.24,D
STU-2026-0105,SUB-CHEM,9,0.8931,0.8976,0.6962,56.88,56.66,-0.0249,65.71,1,57.79,D
STU-2026-0106,SUB-CHEM,9,0.8157,0.8643,0.7808,62.61,57.13,0.0702,73.17,2,60.02,C
STU-2026-0107,SUB-CHEM,9,0.8817,0.8624,0.7132,60.4,57.12,0.05,69.95,0,56.82,D
STU-2026-0108,SUB-CHEM,9,0.9532,0.9482,0.9631,74.91,75.83,0.1204,90.64,1,68.81,C
STU-2026-0109,SUB-CHEM,9,0.977,0.9997,0.9435,94.83,94.26,0.0685,84.15,1,93.93,A
STU-2026-0110,SUB-CHEM,9,0.7464,0.7824,0.5757,36.02,45.21,-0.5875,33.43,4,32.97,F
STU-2026-0111,SUB-CHEM,9,0.8281,0.8173,0.6791,65.24,67.91,-0.022,53.47,1,58.98,D
STU-2026-0112,SUB-CHEM,9,0.912,0.9602,0.706,72.19,74.63,-0.0144,62.52,2,64.8,C
STU-2026-0113,SUB-CHEM,9,1.0,0.9938,0.9385,83.02,74.57,0.0681,77.88,1,74.61,B
STU-2026-0114,SUB-CHEM,9,0.9333,0.9536,0.8826,84.55,84.35,-0.1002,80.1,0,80.22,A
STU-2026-0115,SUB-CHEM,9,0.9132,0.8914,0.7601,70.42,79.61,0.0617,64.24,1,64.26,C
STU-2026-0116,SUB-CHEM,9,0.9232,0.9135,0.8439,95.47,91.26,0.0647,93.79,0,86.28,A
STU-2026-0117,SUB-CHEM,9,0.8423,0.8644,0.7986,84.54,84.54,-0.0395,53.42,0,78.08,B
STU-2026-0118,SUB-CHEM,9,0.9704,0.9273,0.9118,82.14,87.43,0.2031,80.88,0,78.55,B
STU-2026-0119,SUB-CHEM,9,0.9517,0.9103,0.874,87.86,88.89,0.0352,72.73,0,85.47,A
STU-2026-0120,SUB-CHEM,9,0.7072,0.7231,0.6131,34.21,39.47,-0.2553,35.12,6,30.58,F
STU-2026-0121,SUB-CHEM,9,0.9447,0.9753,0.8818,82.13,73.6,-0.05,84.52,1,75.31,B
STU-2026-0122,SUB-CHEM,9,0.9779,1.0,0.9364,94.28,92.84,0.0359,86.61,1,88.09,A
STU-2026-0123,SUB-CHEM,9,0.9773,0.9685,0.9404,72.46,62.51,-0.0355,89.85,1,67.66,C
STU-2026-0124,SUB-CHEM,9,0.9365,0.9519,0.9564,93.18,93.34,0.0732,85.27,0,89.65,A
STU-2026-0125,SUB-CHEM,9,0.9501,0.9528,0.9376,67.38,78.47,0.022,81.8,1,62.24,C
STU-2026-0126,SUB-CHEM,9,0.9892,0.9435,0.9511,72.87,87.96,-0.0496,78.94,0,72.57,B
STU-2026-0127,SUB-CHEM,9,0.9327,0.9519,0.9641,77.97,83.24,-0.0607,82.61,1,75.52,B
STU-2026-0128,SUB-CHEM,9,0.7597,0.7927,0.4293,52.07,54.65,-0.3556,35.62,1,53.65,D
STU-2026-0129,SUB-CHEM,9,0.9816,0.9784,0.9325,83.57,93.66,0.1952,95.25,1,80.5,A
STU-2026-0130,SUB-CHEM,9,0.854,0.8838,0.8252,72.09,80.41,-0.05,44.64,1,67.14,C
STU-2026-0131,SUB-CHEM,9,0.9537,0.9525,0.9139,73.87,71.67,0.0681,84.76,0,72.25,B
STU-2026-0132,SUB-CHEM,9,1.0,0.9534,0.9389,84.52,73.15,0.1396,79.05,0,81.46,A
