studentId,performance_trend,attendance_anomaly_score,mood_avg_7d,mood_avg_30d,mood_low_count_14d,wellbeing_signal_count,homework_completion_drop,engagement_drop,behavior_concerns_30d,safety_reports_submitted,riskScore,riskCategory,isAtRisk
STU-2026-0435,-0.1092,-0.4856,3.36,3.58,2,1,0.0922,0.1145,0,1,0.4516,medium,0
STU-2026-0436,0.0154,0.2064,3.81,4.54,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0437,0.0039,0.5736,3.55,3.86,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0438,-0.2362,-0.9811,2.51,2.53,5,5,0.1647,0.2191,1,2,0.7309,high,1
STU-2026-0439,-0.0089,0.8719,4.39,3.95,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0440,-0.0004,0.2512,4.71,4.12,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0441,-0.0482,-0.1023,4.08,3.73,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0442,-0.0318,0.2901,4.52,4.59,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0443,0.0902,0.4702,4.38,4.17,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0444,0.0082,0.5119,4.43,4.78,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0445,-0.3976,-1.6009,2.8,2.5,5,1,0.2769,0.1225,4,0,0.7754,high,1
STU-2026-0446,-0.0049,0.0579,3.71,3.73,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0447,-0.0429,0.3053,4.15,4.51,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0448,-0.1335,-0.6134,2.51,2.59,1,1,0.0887,0.1562,1,0,0.5183,medium,0
STU-2026-0449,-0.0317,0.261,3.19,3.59,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0450,-0.4153,-1.9668,1.52,1.58,6,3,0.2243,0.1485,1,1,0.7957,high,1
STU-2026-0451,-0.1246,-0.6401,3.56,3.44,4,1,0.1143,0.1383,0,0,0.5219,medium,0
STU-2026-0452,-0.1048,-0.9508,3.31,3.49,1,4,0.0631,0.1164,1,0,0.4188,medium,0
STU-2026-0453,-0.0036,0.1491,4.21,4.11,0,0,0.0,0.0,0,0,0.0244,low,0
STU-2026-0454,0.063,0.2898,4.42,3.82,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0455,0.0843,0.069,4.63,4.56,1,0,0.0,0.0,0,0,0.039,low,0
STU-2026-0456,0.0657,0.4088,5.0,4.87,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0457,0.0741,-0.1214,3.56,3.64,0,1,0.0,0.0,0,0,0.0262,low,0
STU-2026-0458,0.0299,0.0501,4.12,4.29,0,0,0.0,0.0,0,0,0.0539,low,0
STU-2026-0459,0.0318,0.3328,4.83,4.86,0,0,0.0,0.0,0,0,0.0392,low,0
STU-2026-0460,-0.4491,-1.663,2.42,2.39,2,3,0.2708,0.2551,1,0,0.7541,high,1
STU-2026-0461,0.0754,0.069,4.05,4.53,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0462,-0.1954,-0.4926,2.74,3.76,5,0,0.1079,0.1497,0,0,0.4464,medium,0
STU-2026-0463,0.1215,0.4348,4.38,4.12,0,1,0.0,0.0,0,0,0.0432,low,0
STU-2026-0464,-0.1672,-0.7921,3.58,3.24,4,1,0.1198,0.1738,0,0,0.5275,medium,0
STU-2026-0465,-0.0046,0.3466,4.71,4.69,0,0,0.0,0.0,0,0,0.0207,low,0
STU-2026-0466,0.0648,0.1568,3.94,4.32,2,0,0.0,0.0,0,0,0.0666,low,0
STU-2026-0467,-0.1594,-0.3655,3.78,3.66,7,0,0.0761,0.1219,0,0,0.4724,medium,0
STU-2026-0468,-0.1868,-0.6746,2.98,4.06,3,2,0.14,0.1111,1,0,0.5301,medium,0
STU-2026-0469,0.1145,0.3993,5.0,4.59,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0470,-0.1017,-0.6361,2.03,2.24,2,1,0.1392,0.0976,2,0,0.4554,medium,0
STU-2026-0471,0.0239,-0.0372,4.79,4.83,1,0,0.0,0.0,0,0,0.0361,low,0
STU-2026-0472,-0.4396,-1.1511,1.74,1.98,8,3,0.1569,0.2486,3,1,0.7975,high,1
STU-2026-0473,-0.1589,-0.3595,2.26,2.89,5,1,0.071,0.1122,1,0,0.4939,medium,0
STU-2026-0474,0.1054,0.2588,4.15,4.15,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0475,-0.0107,0.1971,3.93,4.13,0,1,0.0,0.0,0,0,0.0377,low,0
STU-2026-0476,-0.2558,-0.4859,3.57,3.12,5,1,0.1641,0.1098,0,0,0.5277,medium,0
STU-2026-0477,-0.0868,-0.5864,3.76,4.01,5,1,0.044,0.1052,2,1,0.4815,medium,0
STU-2026-0478,-0.5239,-1.5714,2.53,2.64,6,1,0.1258,0.1616,3,2,0.7709,high,1
STU-2026-0479,0.0099,0.3721,3.56,3.53,0,0,0.0,0.0,0,0,0.0375,low,0
STU-2026-0480,0.0542,0.1282,4.03,3.82,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0481,-0.0197,0.3864,5.0,5.0,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0482,0.0645,-0.2281,3.84,4.31,0,0,0.0,0.0,0,0,0.0311,low,0
STU-2026-0483,-0.7615,-1.3932,1.92,1.31,6,1,0.2343,0.221,2,1,0.7441,high,1
STU-2026-0484,0.031,0.4893,4.55,4.06,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0485,-0.0179,-0.0721,3.58,3.89,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0486,-0.1817,-0.7905,2.99,3.1,1,0,0.0826,0.1334,1,0,0.4696,medium,0
STU-2026-0487,0.116,-0.3215,4.24,3.78,0,0,0.0,0.0,0,0,0.0504,low,0
STU-2026-0488,0.0623,0.9256,4.36,4.25,0,0,0.0,0.0,0,0,0.0383,low,0
STU-2026-0489,0.0316,0.843,3.94,4.39,1,0,0.0,0.0,0,0,0.032,low,0
STU-2026-0490,-0.0042,0.6115,4.14,3.96,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0491,0.0297,0.4229,4.08,4.31,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0492,0.0437,-0.2616,3.6,3.22,0,0,0.0,0.0,0,0,0.0422,low,0
STU-2026-0493,0.1164,0.1814,3.94,3.95,0,0,0.0,0.0,0,0,0.0525,low,0
STU-2026-0494,0.0459,0.3489,4.08,4.01,2,0,0.0,0.0,0,0,0.0501,low,0
STU-2026-0495,0.0238,-0.3363,4.1,3.69,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0496,-0.5156,-1.4825,1.93,2.12,9,3,0.1383,0.2085,2,0,0.8176,high,1
STU-2026-0497,-0.5067,-1.5939,2.81,2.56,8,2,0.1061,0.1725,3,0,0.8178,high,1
STU-2026-0498,-0.2634,-0.5614,3.52,3.51,5,0,0.0781,0.1061,2,0,0.5463,medium,0
STU-2026-0499,-0.4813,-1.7154,1.9,1.75,11,1,0.2199,0.2902,3,0,0.8794,high,1
STU-2026-0500,-0.3032,-1.2032,1.71,1.63,9,2,0.2191,0.229,3,1,0.8605,high,1
STU-2026-0501,-0.0843,0.2981,4.32,4.03,0,0,0.0,0.0,1,0,0.0387,low,0
STU-2026-0502,0.0303,0.1179,4.39,4.33,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0503,-0.0019,-0.047,3.74,4.29,0,0,0.0,0.0,0,0,0.0494,low,0
STU-2026-0504,0.0248,-0.155,4.83,4.85,1,0,0.0,0.0,0,0,0.0327,low,0
STU-2026-0505,0.0365,-0.2543,3.7,3.75,0,1,0.0,0.0,0,0,0.0567,low,0
STU-2026-0506,0.0118,0.0544,3.7,3.19,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0507,-0.0507,0.0115,4.1,4.29,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0508,0.0885,0.0092,4.61,4.23,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0509,-0.1328,-0.8957,1.83,2.35,3,1,0.1121,0.142,0,0,0.5249,medium,0
STU-2026-0510,-0.1477,-0.7869,3.22,3.13,1,1,0.1455,0.1565,0,0,0.4458,medium,0
STU-2026-0511,-0.0913,-0.3464,3.2,3.18,0,0,0.1315,0.1252,0,0,0.4679,medium,0
STU-2026-0512,-0.1278,-0.468,2.26,2.13,6,1,0.1058,0.1524,2,0,0.4829,medium,0
STU-2026-0513,-0.1295,-0.4381,4.03,3.75,3,0,0.1257,0.1056,0,1,0.4953,medium,0
STU-2026-0514,0.1308,0.3503,4.77,4.63,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0515,-0.0346,0.2847,3.59,3.71,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0516,-0.6141,-1.3459,1.99,2.1,5,3,0.1609,0.2251,1,0,0.7919,high,1
STU-2026-0517,-0.111,-0.6771,3.5,3.55,0,1,0.128,0.1906,1,0,0.437,medium,0
STU-2026-0518,-0.4231,-1.1959,1.67,1.73,4,2,0.1454,0.1611,4,2,0.7507,high,1
STU-2026-0519,-0.0022,0.0241,4.67,4.97,0,1,0.0,0.0,0,1,0.02,low,0
STU-2026-0520,0.0082,0.2135,3.67,3.67,1,2,0.0,0.0,0,0,0.02,low,0
STU-2026-0521,0.0686,0.3597,4.19,4.01,1,0,0.0,0.0,0,0,0.0257,low,0
STU-2026-0522,-0.017,0.4668,3.87,3.84,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0523,-0.0214,0.0664,4.61,4.4,0,0,0.0,0.0,0,0,0.032,low,0
STU-2026-0524,0.0632,-0.1243,5.0,4.57,0,0,0.0,0.0,0,0,0.0582,low,0
STU-2026-0525,-0.1435,-1.1326,1.62,1.44,7,5,0.167,0.3067,1,1,0.8093,high,1
STU-2026-0526,-0.0073,0.4828,4.38,4.17,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0527,0.0341,0.5319,4.02,4.01,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0528,0.1294,0.5449,4.39,4.42,0,0,0.0,0.0,0,0,0.037,low,0
STU-2026-0529,-0.0358,-0.0135,4.3,4.09,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0530,0.0314,0.4616,4.48,3.67,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0531,0.071,0.0488,4.12,4.62,0,1,0.0,0.0,1,0,0.02,low,0
STU-2026-0532,-0.026,0.3476,4.35,3.91,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0533,-0.0115,0.2682,3.55,3.62,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0534,0.0415,0.2751,4.3,4.41,2,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0535,0.05,0.2596,4.21,4.11,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0536,0.119,0.514,5.0,4.81,2,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0537,0.0229,0.3618,4.16,3.89,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0538,0.0174,0.4112,3.33,3.83,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0539,-0.4588,-2.1531,1.82,1.82,7,2,0.2658,0.1405,1,0,0.8524,high,1
STU-2026-0540,0.0873,0.3046,4.24,4.22,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0541,-0.016,0.4547,3.72,3.5,1,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0542,0.0107,0.435,3.63,3.86,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0543,-0.0393,0.269,2.82,3.42,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0544,0.0187,0.1654,4.25,3.7,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0545,0.0832,0.2463,3.47,3.44,1,0,0.0,0.0,1,0,0.0379,low,0
STU-2026-0546,-0.0336,0.3132,4.06,4.51,0,0,0.0,0.0,0,0,0.0342,low,0
STU-2026-0547,0.006,0.3651,4.23,4.38,0,0,0.0,0.0,0,0,0.0633,low,0
STU-2026-0548,0.0291,0.1141,4.18,4.44,0,1,0.0,0.0,1,0,0.0306,low,0
STU-2026-0549,0.1514,0.2249,4.32,4.28,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0550,0.0774,0.1153,4.44,4.34,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0551,-0.3304,-1.6056,2.22,2.56,8,1,0.2306,0.1417,3,0,0.7608,high,1
STU-2026-0552,-0.3371,-1.4686,1.95,2.4,2,3,0.2143,0.2915,2,0,0.7514,high,1
STU-2026-0553,0.0891,0.3408,4.34,3.86,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0554,0.0336,0.7085,3.99,3.96,0,0,0.0,0.0,0,0,0.0299,low,0
STU-2026-0555,-0.1781,-0.5385,2.37,2.7,3,3,0.099,0.0787,0,0,0.5044,medium,0
STU-2026-0556,-0.0117,0.114,4.24,4.43,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0557,0.0642,-0.0002,4.11,3.88,1,0,0.0,0.0,0,0,0.0232,low,0
STU-2026-0558,0.0191,-0.2438,4.73,4.33,1,0,0.0,0.0,0,0,0.0958,low,0
STU-2026-0559,-0.0356,-0.0817,4.83,4.71,3,0,0.0,0.0,1,0,0.0753,low,0
STU-2026-0560,0.0722,0.4168,4.63,4.48,2,0,0.0,0.0,0,0,0.0334,low,0
STU-2026-0561,0.0383,0.5111,4.09,4.25,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0562,0.1062,0.3132,4.15,4.4,0,0,0.0,0.0,0,0,0.046,low,0
STU-2026-0563,-0.0171,-0.597,3.51,3.33,4,0,0.1295,0.1057,2,0,0.5139,medium,0
STU-2026-0564,0.0158,0.5882,3.89,4.41,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0565,0.0054,0.5347,4.37,4.06,1,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0566,0.0484,0.1923,3.7,4.46,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0567,0.0343,0.0679,4.39,4.19,0,0,0.0,0.0,0,0,0.0251,low,0
STU-2026-0568,0.0949,0.0908,3.72,3.96,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0569,-0.0214,0.2772,5.0,5.0,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0570,-0.2349,-0.9879,3.03,3.16,6,3,0.115,0.1248,2,0,0.5464,medium,0
STU-2026-0571,-0.0061,0.6268,3.75,4.28,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0572,-0.0283,0.6415,4.2,4.4,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0573,0.1193,0.1648,3.61,3.55,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0574,-0.5278,-1.2284,1.51,1.56,8,3,0.1734,0.3282,1,1,0.7924,high,1
STU-2026-0575,0.0275,0.1063,4.08,3.96,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0576,0.0283,-0.2879,4.11,3.9,0,2,0.0,0.0,0,0,0.02,low,0
STU-2026-0577,-0.0938,0.2259,4.02,3.54,1,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0578,-0.014,0.0535,3.91,3.7,1,0,0.0,0.0,0,0,0.0576,low,0
STU-2026-0579,-0.288,-1.0691,2.88,3.07,2,1,0.0732,0.1295,0,0,0.5321,medium,0
STU-2026-0580,0.0412,0.2605,4.52,4.23,1,0,0.0,0.0,1,0,0.03,low,0
STU-2026-0581,0.0287,-0.211,4.73,4.48,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0582,-0.7173,-1.396,2.71,3.38,6,1,0.2318,0.2195,2,1,0.7427,high,1
STU-2026-0583,-0.0657,0.4113,4.52,4.34,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0584,0.0148,0.1569,4.35,4.61,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0585,0.0997,-0.0068,4.12,4.5,0,0,0.0,0.0,0,1,0.02,low,0
STU-2026-0586,-0.0892,-0.8187,3.11,2.85,4,1,0.0645,0.1325,0,0,0.518,medium,0
STU-2026-0587,0.0784,0.0665,3.58,3.84,0,0,0.0,0.0,0,0,0.0256,low,0
STU-2026-0588,-0.5278,-2.009,1.69,1.39,11,1,0.1244,0.2609,1,0,0.8589,high,1
STU-2026-0589,0.0902,0.2103,4.09,3.31,0,0,0.0,0.0,0,1,0.02,low,0
STU-2026-0590,-0.3814,-1.0934,1.84,1.57,4,2,0.1808,0.224,4,0,0.7449,high,1
STU-2026-0591,-0.0207,0.1993,4.7,4.88,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0592,0.0757,0.3152,4.48,4.37,0,1,0.0,0.0,1,0,0.0497,low,0
STU-2026-0593,-0.0001,-0.0908,4.56,4.66,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0594,0.0489,0.002,4.06,4.28,2,0,0.0,0.0,0,0,0.0297,low,0
STU-2026-0595,0.009,-1.0199,3.91,3.94,5,0,0.1419,0.1494,0,0,0.5073,medium,0
STU-2026-0596,0.0116,0.3161,3.91,3.93,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0597,0.0229,-0.0684,4.25,4.12,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0598,-0.0309,0.8869,4.33,4.46,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0599,-0.4255,-1.2919,2.0,2.26,8,2,0.1939,0.2137,1,0,0.7982,high,1
STU-2026-0600,-0.2424,-0.6046,2.61,2.8,4,1,0.0883,0.118,0,0,0.5059,medium,0
STU-2026-0001,0.0294,0.2735,4.79,4.25,0,0,0.0,0.0,0,0,0.0355,low,0
STU-2026-0002,-0.0235,0.2407,4.29,4.44,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0003,0.0362,0.3642,4.46,4.2,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0004,-0.2813,-1.6666,1.61,2.0,3,4,0.1895,0.1276,2,0,0.7294,high,1
STU-2026-0005,0.0207,0.1084,3.48,3.26,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0006,0.0236,0.5561,4.25,4.41,0,2,0.0,0.0,0,0,0.02,low,0
STU-2026-0007,0.1527,0.2961,4.19,4.27,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0008,-0.2986,-1.06,2.82,2.78,4,3,0.1613,0.2297,1,1,0.75,high,1
STU-2026-0009,-0.1527,-0.6393,3.46,3.49,4,2,0.1456,0.1506,1,0,0.5082,medium,0
STU-2026-0010,-0.1827,-0.9188,3.09,3.57,3,1,0.1238,0.1397,0,0,0.5112,medium,0
STU-2026-0011,0.0623,0.0373,4.08,4.4,0,0,0.0,0.0,0,0,0.0389,low,0
STU-2026-0012,0.0435,0.4027,3.79,3.84,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0013,-0.0049,0.2902,4.51,4.45,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0014,-0.2016,-0.4793,2.85,2.95,3,2,0.1286,0.1302,0,1,0.5061,medium,0
STU-2026-0015,0.0219,-0.2948,4.09,4.44,0,0,0.0,0.0,0,0,0.0662,low,0
STU-2026-0016,-0.259,-0.4231,2.79,2.21,0,4,0.1545,0.1156,1,0,0.4811,medium,0
STU-2026-0017,-0.003,-0.1457,4.26,4.51,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0018,-0.0357,0.1982,5.0,4.17,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0019,-0.227,-0.4009,3.75,3.64,0,2,0.1637,0.1066,0,0,0.4661,medium,0
STU-2026-0020,-0.0017,0.6666,3.4,3.66,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0021,-0.2396,-2.1827,2.11,2.49,10,3,0.219,0.2229,1,0,0.8618,high,1
STU-2026-0022,0.0554,0.285,4.55,4.24,0,0,0.0,0.0,0,1,0.0263,low,0
STU-2026-0023,-0.0278,0.5186,4.39,4.1,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0024,0.1096,-0.1016,4.46,4.14,2,0,0.0,0.0,0,0,0.035,low,0
STU-2026-0025,0.0683,0.4182,4.31,3.84,0,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0026,-0.0701,0.3338,4.3,4.1,0,1,0.0,0.0,0,0,0.026,low,0
STU-2026-0027,0.013,0.2123,3.35,3.66,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0028,0.1236,0.2697,4.07,3.92,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0029,0.0571,0.1952,3.92,4.32,0,0,0.0,0.0,0,0,0.022,low,0
STU-2026-0030,0.0089,-0.4521,4.51,4.69,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0031,0.0058,0.0923,4.22,4.42,1,0,0.0,0.0,1,0,0.02,low,0
STU-2026-0032,-0.0811,-0.0531,3.66,3.97,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0033,-0.0193,-0.2362,4.47,4.48,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0034,0.0204,0.3867,4.43,4.37,1,0,0.0,0.0,0,0,0.0327,low,0
STU-2026-0035,0.0388,0.0704,4.2,4.08,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0036,0.0569,0.1228,3.62,4.14,0,0,0.0,0.0,0,0,0.0453,low,0
STU-2026-0037,-0.1262,-0.4518,3.02,2.77,2,0,0.0974,0.0886,1,0,0.4686,medium,0
STU-2026-0038,0.086,0.4537,4.45,4.9,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0039,-0.226,-1.0047,3.28,3.13,0,3,0.138,0.1118,0,0,0.4917,medium,0
STU-2026-0040,-0.4795,-1.844,2.43,2.58,6,4,0.1784,0.3251,2,0,0.8593,high,1
STU-2026-0041,-0.0066,0.3316,4.78,4.7,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0042,0.0633,0.6919,4.5,4.4,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0043,0.0554,-0.3194,3.85,3.75,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0044,-0.3639,-1.5127,2.18,2.12,3,3,0.2373,0.2224,2,1,0.791,high,1
STU-2026-0045,-0.1367,-0.7718,3.01,3.31,0,2,0.1572,0.1447,1,0,0.514,medium,0
STU-2026-0046,-0.0507,0.4236,3.84,4.12,1,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0047,0.048,-0.269,3.76,3.66,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0048,0.0183,0.6191,4.19,4.49,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0049,0.0722,0.3217,3.98,3.91,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0050,-0.0399,0.6086,4.07,3.99,0,0,0.0,0.0,0,0,0.0274,low,0
STU-2026-0051,0.0125,0.2039,4.93,4.42,0,0,0.0,0.0,0,1,0.0422,low,0
STU-2026-0052,0.1044,0.11,4.57,4.68,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0053,-0.0043,0.1274,4.13,4.13,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0054,-0.2685,-1.8899,1.68,1.95,2,1,0.1357,0.2014,1,0,0.7907,high,1
STU-2026-0055,0.0236,-0.0601,4.15,3.64,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0056,0.0189,0.1733,3.73,3.78,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0057,-0.0281,0.6475,4.26,4.19,0,0,0.0,0.0,0,0,0.0321,low,0
STU-2026-0058,0.085,-0.4003,3.84,4.19,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0059,-0.1992,-0.6536,3.24,3.08,2,2,0.0796,0.1566,2,0,0.4954,medium,0
STU-2026-0060,0.0879,0.2059,3.68,3.64,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0061,0.0027,-0.116,4.16,3.95,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0062,0.0186,0.4718,4.19,4.09,0,0,0.0,0.0,1,0,0.0201,low,0
STU-2026-0063,0.0097,0.1588,3.84,3.76,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0064,0.0499,-0.2746,4.65,4.43,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0065,-0.2706,-0.4546,2.26,2.14,4,1,0.1459,0.1149,1,0,0.4363,medium,0
STU-2026-0066,-0.1961,-0.6523,2.59,3.06,4,2,0.0773,0.146,0,0,0.4873,medium,0
STU-2026-0067,-0.4575,-1.6644,1.86,1.81,10,4,0.2409,0.1719,1,1,0.8618,high,1
STU-2026-0068,0.0935,0.1406,3.75,4.21,1,0,0.0,0.0,0,0,0.0488,low,0
STU-2026-0069,-0.1545,-0.7919,3.53,3.18,1,0,0.1667,0.1632,0,0,0.5018,medium,0
STU-2026-0070,0.0051,0.4565,3.48,3.43,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0071,-0.3079,-0.9046,3.85,3.51,5,1,0.1119,0.121,1,0,0.4789,medium,0
STU-2026-0072,-0.0681,0.1011,4.98,5.0,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0073,-0.0566,0.1065,4.44,4.3,2,1,0.0,0.0,1,0,0.0278,low,0
STU-2026-0074,0.0039,-0.0802,4.31,4.2,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0075,0.0555,0.2956,3.54,3.72,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0076,-0.1753,-0.6029,3.73,3.82,4,4,0.1337,0.0896,0,0,0.5265,medium,0
STU-2026-0077,0.0382,-0.3311,3.91,3.92,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0078,0.1087,0.1971,3.99,3.51,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0079,-0.1547,-0.6641,3.27,3.64,0,0,0.0711,0.157,0,0,0.4286,medium,0
STU-2026-0080,-0.0102,-0.1526,4.22,4.4,1,0,0.0,0.0,0,0,0.0363,low,0
STU-2026-0081,-0.0522,0.0958,5.0,4.79,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0082,0.1169,0.0889,4.49,4.3,0,0,0.0,0.0,0,0,0.0239,low,0
STU-2026-0083,0.1018,0.7499,3.61,3.7,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0084,-0.0544,-0.054,4.66,4.53,2,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0085,0.0109,0.5858,4.2,4.64,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0086,-0.1582,-0.3855,2.92,3.09,4,1,0.1228,0.1097,0,0,0.447,medium,0
STU-2026-0087,0.0862,0.0083,4.3,4.32,1,0,0.0,0.0,0,0,0.03,low,0
STU-2026-0088,-0.1654,-1.0006,2.3,2.42,1,0,0.1645,0.1104,0,1,0.5642,medium,0
STU-2026-0089,0.046,0.1942,4.21,3.7,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0090,0.0488,0.3137,4.87,4.54,1,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0091,0.0146,0.3969,4.32,4.4,0,0,0.0,0.0,0,0,0.02,low,0
STU-2026-0092,-0.0775,-0.6855,2.64,2.41,2,0,0.0733,0.141,1,0,0.4564,medium,0
STU-2026-0093,0.0162,0.3335,3.98,3.88,0,1,0.0,0.0,0,0,0.02,low,0
STU-2026-0094,-0.0484,0.4916,4.99,4.22,0,0,0.0,0.0,1,0,0.0306,low,0
STU-2026-0095,-0.2292,-0.4907,2.96,3.28,3,2,0.1311,0.139,0,0,0.4722,medium,0
STU-2026-0096,-0.0383,0.1368,3.65,3.49,0,1,0.0,0.0,0,0,0.02,low,0
